,age,blood,car,constellation,education,ethnic,height,house,id,js_age,js_education,js_ethnic,js_height,js_location,js_marriaged,js_member,js_photo,location,marriaged,membership,nickname,salary,shengxiao,weight
10,32岁,--,暂未购车,双子座,大专,汉族,172cm,与父母同住,31150452,18-27岁之间,不限,不限,155-170厘米,不限,不限,不限,有照片,绍兴,"离异,有小孩归自己",普通会员,北摸孤狼,2000～5000元,牛,60公斤
11,55岁,O型,已经购车,天蝎座,本科,汉族,176cm,已购住房,56464169,46-52岁之间,不限,不限,156-175厘米,浙江,不限,不限,不限,绍兴,丧偶,高级会员,寻梦,5000～10000元,牛,76公斤
12,51岁,B型,需要时购置,白羊座,本科,汉族,168cm,已购房（有贷款）,114432840,38-50岁之间,大专,不限,155-165厘米,"安徽,浙江",不限,不限,有照片,绍兴,离异,普通会员,阿敏,5000～10000元,马,70公斤
13,34岁,O型,暂未购车,狮子座,本科,汉族,175cm,暂未购房,40956566,22-29岁之间,本科或以上,不限,155-170厘米,浙江绍兴,未婚,不限,不限,绍兴,未婚,普通会员,猪猪的故事,5000～10000元,猪,--
14,47岁,--,暂未购车,魔羯座,大专,汉族,170cm,已购住房,17833817,34-44岁之间,不限,不限,156-168厘米,浙江,不限,不限,不限,绍兴,"离异,有小孩归自己",普通会员,风云,5000～10000元,鸡,60公斤
15,42岁,A型,已经购车,金牛座,本科,汉族,180cm,已购住房,20982042,34-40岁之间,不限,不限,160-175厘米,浙江,未婚、离异,不限,有照片,绍兴,"离异,有小孩归对方",普通会员,遗忘过去,5000～10000元,兔,80公斤
16,35岁,A型,暂未购车,巨蟹座,高中中专及以下,--,170cm,已购住房,82456770,25-33岁之间,不限,不限,150-170厘米,"浙江绍兴,浙江杭州",不限,星级会员,有照片,绍兴,未婚,普通会员,阿杰,5000～10000元,狗,57公斤
17,71岁,A型,已购车（中档型）,狮子座,高中中专及以下,汉族,178cm,已购房（无贷款）,76965410,55-65岁之间,不限,不限,165-170厘米,"浙江绍兴,浙江湖州,浙江舟山",不限,不限,有照片,绍兴,"离异,有小孩归对方",普通会员,楠木,5000～10000元,狗,80公斤
18,42岁,AB型,暂未购车,天秤座,大专,汉族,172cm,与父母同住,24111141,30-45岁之间,不限,不限,150-170厘米,不限,不限,不限,不限,绍兴,未婚,普通会员,天地国都,2000元以下,兔,64公斤
19,42岁,B型,已经购车,白羊座,大专,汉族,180cm,已购住房,19425176,28-38岁之间,不限,不限,155-175厘米,浙江绍兴,未婚、离异,不限,不限,绍兴,未婚,普通会员,幽默快乐,5000～10000元,兔,75公斤
20,38岁,AB型,已经购车,天秤座,大专,汉族,168cm,与父母同住,66244791,23-33岁之间,不限,不限,155-175厘米,浙江,不限,不限,不限,绍兴,"离异,有小孩归自己",普通会员,寻找心的港湾,5000～10000元,羊,170公斤
21,31岁,O型,暂未购车,天秤座,高中中专及以下,汉族,170cm,已购住房,36805556,25-29岁之间,不限,不限,155-170厘米,"浙江绍兴,浙江宁波",不限,不限,不限,绍兴,"离异,无小孩",普通会员,爱是什么东西哦,2000～5000元,牛,65公斤
22,40岁,--,--,魔羯座,大专,汉族,170cm,需要时购置,33573161,23-35岁之间,大专或以上,不限,156-170厘米,不限,未婚,不限,有照片,绍兴,未婚,普通会员,幸福1314,5000～10000元,龙,65公斤
23,32岁,--,--,白羊座,高中中专及以下,--,180cm,--,31529000,22-26岁之间,不限,不限,160-172厘米,"浙江杭州,浙江绍兴,浙江金华,浙江嘉兴",未婚,不限,有照片,绍兴,未婚,普通会员,覑頭曲,2000～5000元,牛,--
24,39岁,O型,暂未购车,魔羯座,大专,汉族,176cm,暂未购房,17708939,20岁或以上,大专,不限,150-171厘米 *,浙江绍兴,未婚,不限,不限,绍兴,未婚,普通会员,善思,2000～5000元,蛇,70公斤
25,32岁,--,--,射手座,高中中专及以下,--,172cm,--,40730527,20-26岁之间,不限,不限,155-165厘米,不限,未婚,不限,不限,绍兴,未婚,普通会员,坏蛋,2000元以下,鼠,--
26,42岁,--,--,射手座,高中中专及以下,汉族,166cm,已购住房,79559549,33-38岁之间,不限,不限,155-170厘米,浙江绍兴,离异、丧偶,不限,有照片,绍兴,"离异,有小孩归自己",普通会员,大当家,2000～5000元,虎,--
27,34岁,--,--,天蝎座,大专,汉族,170cm,与父母同住,74679565,25-30岁之间,不限,不限,155-175厘米,浙江绍兴,未婚,不限,有照片,绍兴,未婚,普通会员,爱的港湾,5000～10000元,狗,62公斤
28,45岁,--,--,射手座,高中中专及以下,汉族,170cm,--,63552235,31-41岁之间,不限,不限,155-175厘米,浙江,不限,不限,不限,绍兴,离异,普通会员,温柔,2000～5000元,猪,68公斤
29,34岁,B型,已经购车,天秤座,大专,汉族,173cm,已购住房,16722314,26-35岁之间,本科,不限,158-170厘米 *,浙江,未婚,不限,不限,绍兴,"离异,有小孩归对方",普通会员,Hali,10000～20000元,猪,--
30,32岁,B型,暂未购车,处女座,高中中专及以下,汉族,170cm,与父母同住,78893219,27-33岁之间,不限,不限,155-175厘米,天津,离异、丧偶,不限,有照片,绍兴,"离异,无小孩",普通会员,阿锋,2000～5000元,牛,72公斤
31,36岁,O型,已经购车,天蝎座,大专,汉族,180cm,与父母同住,41806207,24-33岁之间,高中中专及以下或以上,不限,160-175厘米,"浙江绍兴,浙江杭州,上海",未婚、离异,不限,有照片,绍兴,"离异,有小孩归对方",普通会员,Richard,5000～10000元,猴,80公斤
32,38岁,--,已经购车,双鱼座,本科,--,173cm,已购住房,31126307,20-28岁之间,本科,不限,158-170厘米,"浙江,湖南,江苏,上海,山东,四川,重庆,湖北",未婚,星级会员,有照片,绍兴,"离异,无小孩",普通会员,相逢风雨中,5000～10000元,羊,--
33,32岁,A型,已经购车,狮子座,大专,汉族,173cm,与父母同住,43681758,25-32岁之间,不限,不限,160-170厘米,浙江绍兴,未婚、离异,星级会员,有照片,绍兴,未婚,普通会员,乡野,--,牛,68公斤
34,60岁,AB型,已经购车,狮子座,高中中专及以下,汉族,174cm,已购住房,56379354,不限,不限,不限,155-175厘米,不限,不限,不限,不限,绍兴,离异,普通会员,灵魂磁石,5000～10000元,鸡,60公斤
35,55岁,O型,暂未购车,双子座,高中中专及以下,汉族,170cm,住单位房,19437531,41-50岁之间,不限,不限,不限,不限,不限,不限,不限,绍兴,"离异,有小孩归自己",普通会员,小老虎,2000～5000元,虎,60公斤
36,41岁,A型,已购车（中档型）,双子座,高中中专及以下,汉族,180cm,已购房（无贷款）,49176904,30-40岁之间,不限,不限,155-170厘米,"浙江,上海,江苏",离异、丧偶,不限,有照片,绍兴,"离异,有小孩归对方",普通会员,边城浪子,5000～10000元,龙,72公斤
37,36岁,O型,已经购车,双子座,本科,汉族,170cm,需要时购置,84239322,20-36岁之间,不限,不限,158-175厘米,浙江绍兴,不限,不限,不限,绍兴,"离异,无小孩",普通会员,乌托邦,5000～10000元,鸡,60公斤
38,42岁,A型,已经购车,巨蟹座,本科,汉族,176cm,需要时购置,43391239,22-36岁之间,高中中专及以下或以上,不限,155-175厘米,浙江,不限,不限,有照片,绍兴,未婚,普通会员,成年大象,10000～20000元,兔,75公斤
39,34岁,保密,已经购车,天秤座,本科,汉族,174cm,已购住房,50895310,23-40岁之间,不限,不限,155-170厘米,浙江绍兴,未婚,不限,有照片,绍兴,未婚,普通会员,猪少白,5000～10000元,猪,64公斤
40,34岁,O型,暂未购车,魔羯座,高中中专及以下,汉族,163cm,独自租房,166148715,33岁以下,不限,不限,150厘米或以上,"浙江绍兴,四川宜宾",不限,不限,不限,绍兴,离异,高级会员,寻爱的小叶,5000～10000元,狗,62公斤
41,34岁,--,--,双鱼座,本科,--,172cm,--,26501881,25-30岁之间,不限,不限,155-170厘米,浙江金华,不限,不限,有照片,绍兴,未婚,普通会员,kicity,2000～5000元,猪,--
42,35岁,--,--,巨蟹座,大专,--,170cm,--,100806194,24-32岁之间,不限,不限,155-170厘米,浙江,不限,不限,不限,绍兴,离异,普通会员,单身依人,5000～10000元,狗,--
43,53岁,B型,已经购车,天秤座,大专,汉族,176cm,已购住房,5804726,37-45岁之间,不限,不限,150-180厘米,"浙江,重庆,四川,湖南,安徽,福建,湖北,黑龙江,江苏,广西",离异、丧偶,不限,有照片,绍兴,离异,普通会员,野渡无人,5000～10000元,龙,73公斤
44,45岁,O型,需要时购置,天蝎座,大专,汉族,172cm,已购住房,36164211,29-39岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,未婚,普通会员,感受,5000～10000元,猪,--
45,44岁,O型,已购车（中档型）,双鱼座,本科,朝鲜族,170cm,独自租房,151206408,33-38岁之间,不限,朝鲜族,158-170厘米,不限,未婚,不限,有照片,绍兴,未婚,普通会员,lpokm,50000元以上,牛,75公斤
46,46岁,保密,已经购车,双鱼座,本科,汉族,172cm,已购住房,54883788,33-39岁之间,大专,汉族,156-170厘米,浙江绍兴,未婚、离异,不限,有照片,绍兴,"离异,有小孩归对方",普通会员,小琪,5000～10000元,猪,75公斤
47,33岁,AB型,--,射手座,大专,汉族,176cm,已购住房,127529536,20-32岁之间,不限,不限,155-176厘米,"黑龙江哈尔滨,浙江,重庆,四川,安徽,湖南,福建,江西",不限,不限,有照片,绍兴,未婚,普通会员,天涯浪子,20000～50000元,猪,70公斤
48,35岁,AB型,暂未购车,双子座,大专,汉族,172cm,与父母同住,7437765,29-35岁之间,不限,不限,155-165厘米,浙江绍兴,不限,星级会员,有照片,绍兴,未婚,普通会员,无名,2000～5000元,狗,58公斤
49,52岁,O型,已购车（经济型）,魔羯座,高中中专及以下,汉族,170cm,已购房（无贷款）,114508477,35-46岁之间,不限,不限,155-170厘米,浙江,不限,不限,不限,绍兴,离异,普通会员,华哥,10000～20000元,龙,70公斤
50,37岁,其它,暂未购车,水瓶座,高中中专及以下,汉族,168cm,独自租房,25400060,25-32岁之间,高中中专及以下,不限,158-180厘米,"浙江绍兴,湖北黄石,浙江金华,湖北咸宁",未婚,不限,不限,绍兴,未婚,普通会员,浅水微兰,2000～5000元,羊,58公斤
51,35岁,AB型,暂未购车,天秤座,本科,汉族,182cm,暂未购房,26588533,26-33岁之间,大专,不限,162-175厘米,不限,不限,不限,有照片,绍兴,未婚,普通会员,阿拉丁,5000～10000元,狗,80公斤
52,36岁,B型,已经购车,白羊座,大专,汉族,172cm,已购住房,34896765,24-30岁之间,本科或以上,汉族,155-170厘米,"浙江绍兴,安徽池州,江苏南京",未婚,不限,不限,绍兴,未婚,普通会员,随缘,20000～50000元,鸡,70公斤
53,51岁,--,暂未购车,水瓶座,高中中专及以下,汉族,175cm,与父母同住,133762284,35-45岁之间,不限,不限,155-165厘米,浙江绍兴,不限,不限,不限,绍兴,"离异,有小孩归对方",普通会员,阿兴,2000元以下,马,--
54,39岁,B型,已经购车,双子座,大专,汉族,173cm,已购住房,2614748,27-33岁之间,大专或以上,不限,160-165厘米,浙江绍兴,未婚,不限,有照片,绍兴,未婚,普通会员,星夜期盼,5000～10000元,马,68公斤
55,35岁,AB型,已购车（中档型）,金牛座,本科,汉族,175cm,已购房（无贷款）,160879223,23-33岁之间,不限,汉族,161-175厘米,不限,未婚、离异,不限,有照片,绍兴,"离异,有小孩归自己",普通会员,还得继续努力,10000～20000元,狗,75公斤
56,32岁,A型,暂未购车,天蝎座,本科,汉族,170cm,住单位房,43607847,24-30岁之间,不限,不限,155-168厘米,"浙江绍兴,浙江杭州,浙江湖州",未婚,不限,不限,绍兴,未婚,普通会员,八两,2000～5000元,鼠,--
57,34岁,O型,暂未购车,狮子座,高中中专及以下,汉族,163cm,与人合租,165802349,18-35岁之间,不限,不限,155-165厘米,浙江绍兴,不限,不限,有照片,绍兴,"离异,有小孩归自己",普通会员,觅缘,5000～10000元,猪,61公斤
58,32岁,保密,已经购车,双子座,本科,汉族,182cm,已购住房,54956464,20-30岁之间,不限,不限,155-175厘米,浙江绍兴,未婚、离异,不限,有照片,绍兴,"离异,无小孩",普通会员,新的开始,5000～10000元,牛,79公斤
59,67岁,AB型,暂未购车,水瓶座,高中中专及以下,汉族,170cm,已购住房,14428864,51-58岁之间,不限,不限,156-165厘米,浙江,不限,不限,不限,绍兴,"离异,有小孩归自己",普通会员,丛中笑,2000～5000元,牛,69公斤
60,48岁,--,已经购车,射手座,大专,汉族,170cm,需要时购置,15134522,37-44岁之间,高中中专及以下,不限,160-170厘米,不限,不限,不限,有照片,绍兴,"离异,有小孩归对方",普通会员,古城男人,2000～5000元,猴,72公斤
61,39岁,O型,已购车（豪华型）,天秤座,大专,汉族,173cm,已购住房,123043205,28-34岁之间,不限,不限,155-165厘米,浙江绍兴,离异、丧偶,不限,有照片,绍兴,"离异,无小孩",普通会员,路遥,5000～10000元,马,70公斤
62,36岁,AB型,已经购车,白羊座,硕士,汉族,177cm,已购住房,5349806,25-33岁之间,本科或以上,不限,158-170厘米,不限,未婚,不限,有照片,绍兴,未婚,普通会员,一生有你,5000～10000元,鸡,73公斤
63,34岁,--,--,天秤座,高中中专及以下,--,135cm,--,150063442,26-34岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,离异,普通会员,品品,10000～20000元,猪,--
64,59岁,--,--,魔羯座,高中中专及以下,--,178cm,--,100738620,48-56岁之间,不限,不限,155-170厘米,浙江,不限,不限,不限,绍兴,离异,普通会员,老,2000元以下,鸡,--
65,35岁,--,暂未购车,狮子座,高中中专及以下,汉族,166cm,与父母同住,15780078,25-35岁之间,不限,不限,150-180厘米,浙江绍兴,未婚,不限,有照片,绍兴,未婚,普通会员,稳操胜券,2000～5000元,狗,--
66,48岁,A型,已经购车,巨蟹座,高中中专及以下,汉族,170cm,已购住房,70467669,35-45岁之间,高中中专及以下,不限,155-175厘米,湖南,不限,不限,有照片,绍兴,"离异,有小孩归自己",高级会员,美在成熟时,20000～50000元,鸡,60公斤
67,40岁,AB型,暂未购车,魔羯座,高中中专及以下,汉族,170cm,已购住房,41591733,27-37岁之间,不限,不限,155-170厘米,浙江,不限,不限,有照片,绍兴,"离异,无小孩",普通会员,寂寞的夜,5000～10000元,龙,60公斤
68,33岁,O型,--,天蝎座,本科,汉族,178cm,--,45084191,20-29岁之间,不限,不限,160-172厘米,浙江绍兴,未婚,不限,有照片,绍兴,未婚,普通会员,Delfy,50000元以上,猪,--
69,41岁,--,已购车（经济型）,双子座,大专,--,170cm,已购房（无贷款）,147190217,25-40岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,有照片,绍兴,离异,普通会员,两口子,10000～20000元,龙,--
70,39岁,--,--,魔羯座,高中中专及以下,--,182cm,--,161038360,32-40岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,丧偶,普通会员,利奇2017,5000～10000元,蛇,--
71,47岁,--,--,狮子座,本科,--,170cm,--,162902183,40-48岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,离异,普通会员,阳光总在风雨后,5000～10000元,狗,--
72,36岁,--,暂未购车,双鱼座,大专,--,168cm,已购房（无贷款）,163741993,29-37岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,未婚,普通会员,星星,5000～10000元,鸡,--
73,48岁,A型,暂未购车,天秤座,大专,汉族,170cm,暂未购房,12054588,39-49岁之间,不限,不限,150-180厘米,浙江,不限,不限,不限,绍兴,未婚,普通会员,让爱永远,2000元以下,鸡,85公斤
74,53岁,O型,--,双子座,本科,汉族,181cm,--,51259158,44-61岁之间,不限,不限,155-180厘米,浙江,不限,不限,不限,绍兴,"离异,有小孩归对方",普通会员,柏儒,2000～5000元,龙,71公斤
75,53岁,O型,已购车（中档型）,射手座,大专,汉族,175cm,已购房（无贷款）,168580602,28-46岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,"离异,有小孩归对方",普通会员,耕牛,10000～20000元,兔,65公斤
76,62岁,--,--,双鱼座,高中中专及以下,汉族,170cm,独自租房,53907432,不限,不限,不限,不限,"浙江,湖北,四川,湖南,江苏,江西,福建,安徽,山东,广西",不限,不限,不限,绍兴,"离异,有小孩归对方",普通会员,淼冰,2000～5000元,羊,70公斤
77,35岁,O型,--,水瓶座,本科,汉族,177cm,--,165042090,31-40岁之间,不限,不限,155-170厘米,福建福州,不限,不限,不限,绍兴,未婚,普通会员,巴山夜雨,20000～50000元,鼠,61公斤
78,44岁,--,--,白羊座,博士,--,170cm,--,168985103,37-45岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,离异,普通会员,慎独,10000～20000元,牛,--
79,46岁,--,--,天蝎座,大专,--,178cm,--,168816620,30-40岁之间,不限,不限,160-170厘米,浙江绍兴,不限,不限,有照片,绍兴,离异,高级会员,阿拉丁,10000～20000元,狗,--
80,42岁,A型,暂未购车,天蝎座,大专,汉族,168cm,已购住房,45515318,35-43岁之间,不限,汉族,150-163厘米,浙江绍兴,离异、丧偶,不限,有照片,绍兴,"离异,有小孩归自己",普通会员,荣归续缘,10000～20000元,虎,--
81,41岁,B型,暂未购车,魔羯座,大专,汉族,175cm,独自租房,40875086,33-40岁之间,不限,不限,160-165厘米,不限,不限,不限,有照片,绍兴,"离异,无小孩",普通会员,名动天下,2000～5000元,兔,82公斤
82,42岁,--,--,天蝎座,高中中专及以下,汉族,172cm,与父母同住,32287878,35-45岁之间,不限,不限,150-180厘米,"浙江杭州,浙江绍兴,浙江宁波,浙江温州,浙江台州",不限,不限,不限,绍兴,"离异,有小孩归自己",普通会员,小刚,5000～10000元,虎,--
83,44岁,A型,已经购车,魔羯座,本科,汉族,175cm,已购住房,53446497,28-42岁之间,不限,不限,158-175厘米,浙江,不限,不限,有照片,绍兴,"离异,有小孩归自己",普通会员,榮..未来,20000～50000元,鼠,68公斤
84,33岁,B型,暂未购车,狮子座,大专,汉族,170cm,已购房（有贷款）,4378780,22-27岁之间,不限,不限,155-170厘米,浙江绍兴,未婚,不限,不限,绍兴,未婚,普通会员,朝,5000～10000元,鼠,52公斤
85,54岁,--,--,射手座,大专,--,170cm,--,120022561,45-53岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,离异,普通会员,平步青云,20000～50000元,虎,--
86,39岁,保密,需要时购置,巨蟹座,高中中专及以下,汉族,170cm,暂未购房,149399146,31-39岁之间,不限,汉族,155-168厘米,浙江绍兴,不限,不限,不限,绍兴,未婚,普通会员,佳缘会员,--,马,--
87,32岁,其它,暂未购车,白羊座,高中中专及以下,汉族,160cm,独自租房,95695910,20-30岁之间,不限,不限,155厘米或以上,不限,不限,不限,有照片,绍兴,"离异,有小孩归自己",普通会员,寻找我的真爱,2000～5000元,牛,70公斤
88,53岁,--,--,金牛座,高中中专及以下,汉族,172cm,--,117045493,40-51岁之间,不限,不限,155-170厘米,"浙江,上海",不限,星级会员,不限,绍兴,"离异,有小孩归对方",普通会员,山里老人,5000～10000元,龙,--
89,43岁,--,--,白羊座,高中中专及以下,--,165cm,--,117024398,33-41岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,离异,普通会员,苦尽甘来,2000～5000元,虎,--
90,34岁,--,--,水瓶座,大专,--,168cm,--,51248027,24岁或以上,不限,不限,155-170厘米,浙江,不限,不限,不限,绍兴,未婚,普通会员,真诚交友,2000～5000元,狗,--
91,32岁,--,--,射手座,大专,--,174cm,--,64359333,28-34岁之间,不限,不限,155-173厘米,浙江杭州,未婚,不限,有照片,绍兴,未婚,普通会员,2012,5000～10000元,鼠,--
92,40岁,--,--,天秤座,高中中专及以下,--,170cm,--,118979263,30-38岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,未婚,普通会员,佳缘会员,2000～5000元,蛇,--
93,51岁,O型,已购车（经济型）,水瓶座,大专,汉族,170cm,已购住房,36551414,34-39岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,有照片,绍兴,"离异,有小孩归自己",普通会员,回到从前,2000～5000元,马,69公斤
94,35岁,--,--,水瓶座,本科,--,160cm,--,124569208,25-33岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,未婚,普通会员,罪人,2000～5000元,狗,--
95,38岁,O型,已购车（中档型）,天秤座,本科,汉族,172cm,已购房（有贷款）,77525297,25-33岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,有照片,绍兴,"离异,有小孩归对方",普通会员,守不住的空城,10000～20000元,羊,80公斤
96,48岁,O型,暂未购车,天蝎座,大专,汉族,168cm,暂未购房,13372640,37-47岁之间,不限,不限,150-167厘米,浙江绍兴,离异、丧偶,不限,不限,绍兴,"离异,有小孩归对方",普通会员,故乡的云,2000～5000元,猴,72公斤
97,48岁,--,--,处女座,高中中专及以下,--,175cm,--,160700926,41-48岁之间,不限,不限,155-170厘米,"浙江衢州,江西,湖南",离异、丧偶,不限,不限,绍兴,离异,普通会员,无言的结局,5000～10000元,鸡,--
98,43岁,--,--,双鱼座,高中中专及以下,--,165cm,--,109108691,33-41岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,离异,普通会员,阿洪,5000～10000元,虎,--
99,36岁,O型,已购车（豪华型）,射手座,本科,汉族,176cm,已购房（无贷款）,69945267,27-37岁之间,不限,不限,155-175厘米,浙江绍兴,不限,不限,有照片,绍兴,未婚,高级会员,韩东东,20000～50000元,猴,--
100,38岁,A型,已购车（经济型）,金牛座,大专,汉族,175cm,已购住房,77144204,25-40岁之间,不限,不限,145-221厘米,浙江绍兴,未婚、离异,不限,有照片,绍兴,未婚,高级会员,海啸№松涛,5000～10000元,羊,--
101,52岁,--,已经购车,处女座,高中中专及以下,汉族,172cm,已购住房,70735076,28-40岁之间,不限,不限,155-175厘米,浙江,不限,不限,有照片,绍兴,"离异,有小孩归对方",普通会员,cyq,20000～50000元,蛇,65公斤
102,64岁,B型,暂未购车,魔羯座,大专,汉族,170cm,已购住房,14068558,50-55岁之间,不限,不限,158-164厘米,浙江,不限,不限,有照片,绍兴,"离异,无小孩",普通会员,旋风107,2000～5000元,龙,68公斤
103,32岁,--,--,魔羯座,本科,--,177cm,--,76984058,22-30岁之间,不限,不限,160-171厘米,不限,未婚,不限,有照片,绍兴,未婚,普通会员,暖风,2000～5000元,鼠,--
104,34岁,--,--,双鱼座,高中中专及以下,--,170cm,--,151981322,26-34岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,离异,普通会员,年少轻狂,2000～5000元,猪,--
105,46岁,B型,--,巨蟹座,高中中专及以下,汉族,176cm,--,70729025,36-41岁之间,不限,不限,155-175厘米,浙江绍兴,不限,不限,不限,绍兴,"离异,有小孩归自己",普通会员,缘来佳缘,5000～10000元,猪,76公斤
106,35岁,A型,已经购车,白羊座,本科,汉族,176cm,已购房（无贷款）,77734540,35-43岁之间,不限,不限,155-165厘米,不限,未婚、离异,不限,有照片,绍兴,未婚,普通会员,徐少,5000～10000元,狗,--
107,34岁,B型,暂未购车,双子座,本科,汉族,171cm,暂未购房,41117551,22-28岁之间,大专,不限,158-170厘米,"浙江绍兴,浙江杭州,浙江金华,湖北",未婚,不限,不限,绍兴,未婚,普通会员,用时间雕刻爱,2000～5000元,猪,60公斤
108,32岁,--,--,天蝎座,高中中专及以下,--,170cm,--,135438958,24-32岁之间,不限,不限,155-170厘米,浙江杭州,不限,不限,不限,绍兴,未婚,普通会员,农村屌丝,2000～5000元,鼠,--
109,35岁,--,需要时购置,天秤座,本科,--,172cm,已购房（无贷款）,163154248,28-36岁之间,不限,汉族,160-170厘米,浙江绍兴,不限,不限,不限,绍兴,未婚,普通会员,果冻,5000～10000元,狗,--
110,40岁,B型,单位用车,巨蟹座,高中中专及以下,汉族,170cm,住单位房,45940974,35-40岁之间,高中中专及以下,不限,155-170厘米,浙江绍兴,离异,不限,有照片,绍兴,"离异,有小孩归自己",高级会员,羽落凡尘,2000～5000元,蛇,78公斤
111,54岁,O型,已经购车,天蝎座,本科,汉族,179cm,已购住房,148675925,47-55岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,离异,普通会员,许胖,5000～10000元,虎,80公斤
112,42岁,A型,已经购车,双鱼座,大专,汉族,176cm,已购住房,110231096,32-40岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,"离异,有小孩归自己",普通会员,阿里阿里,5000～10000元,兔,80公斤
113,45岁,A型,已经购车,天蝎座,高中中专及以下,汉族,173cm,已购住房,20034522,25-40岁之间,高中中专及以下,不限,158-165厘米,不限,不限,不限,不限,绍兴,"离异,有小孩归自己",普通会员,龙哥,5000～10000元,猪,79公斤
114,44岁,O型,已经购车,巨蟹座,大专,汉族,183cm,已购住房,93272751,30-34岁之间,大专,汉族,160-173厘米,浙江绍兴,离异,不限,有照片,绍兴,"离异,有小孩归对方",普通会员,漂泊云,10000～20000元,牛,75公斤
115,32岁,B型,已经购车,天秤座,大专,汉族,176cm,已购住房,78253565,18-25岁之间,不限,不限,160-170厘米,浙江绍兴,未婚,不限,有照片,绍兴,未婚,普通会员,aray,5000～10000元,牛,65公斤
