,age,blood,car,constellation,education,ethnic,height,house,id,js_age,js_education,js_ethnic,js_height,js_location,js_marriaged,js_member,js_photo,location,marriaged,membership,nickname,salary,shengxiao,weight
14,42岁,--,--,魔羯座,本科,--,170cm,--,135120753,30-40岁之间,不限,不限,155-170厘米,浙江,未婚,不限,有照片,绍兴,未婚,普通会员,来包辣条,10000～20000元,虎,--
15,36岁,--,--,射手座,本科,--,182cm,--,153758798,18-36岁之间,高中中专及以下或以上,不限,158-177厘米,浙江,未婚,不限,有照片,绍兴,离异,普通会员,清江帅男,2000～5000元,猴,--
16,36岁,--,--,双鱼座,大专,--,175cm,--,166729711,26-38岁之间,高中中专及以下或以上,不限,158-175厘米,浙江绍兴,不限,不限,有照片,绍兴,离异,普通会员,为一人～守一城,20000～50000元,鸡,--
17,33岁,保密,已购车（中档型）,天秤座,高中中专及以下,汉族,180cm,已购住房,151181097,24-36岁之间,不限,不限,150-175厘米,不限,离异,星级会员,有照片,绍兴,"离异,有小孩归自己",普通会员,佳缘会员,5000～10000元,鼠,72公斤
18,42岁,--,--,处女座,高中中专及以下,--,170cm,--,162568607,31-41岁之间,不限,不限,155-170厘米,浙江,未婚,不限,有照片,绍兴,离异,普通会员,中国龙,5000～10000元,兔,--
19,33岁,A型,已购车（经济型）,魔羯座,本科,汉族,173cm,已购房（有贷款）,153420527,29-35岁之间,本科或以上,不限,155-170厘米,浙江绍兴,未婚,不限,不限,绍兴,未婚,高级会员,yzmb,5000～10000元,鼠,52公斤
20,52岁,O型,--,水瓶座,大专,汉族,172cm,已购住房,98603355,42-48岁之间,不限,不限,155-162厘米,不限,不限,不限,有照片,绍兴,离异,普通会员,wgm,5000～10000元,龙,--
21,37岁,--,--,天秤座,本科,--,170cm,--,169105775,27-39岁之间,大专或以上,不限,158-175厘米,浙江绍兴,不限,不限,有照片,绍兴,离异,普通会员,腼腆的芥菜在商丘,5000～10000元,猴,--
22,35岁,--,--,处女座,高中中专及以下,--,175cm,--,149955564,27-35岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,未婚,普通会员,慕容小天,2000～5000元,狗,--
23,35岁,--,--,天秤座,高中中专及以下,--,177cm,--,164110563,25-37岁之间,高中中专及以下,不限,158-175厘米,浙江,不限,不限,有照片,绍兴,离异,普通会员,水云含蓄的在鸟巢,5000～10000元,狗,--
24,32岁,--,--,金牛座,本科,--,175cm,暂未购房,164126136,25-33岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,未婚,普通会员,卡宁,50000元以上,牛,--
25,46岁,--,--,魔羯座,高中中专及以下,--,180cm,--,152682282,36-48岁之间,高中中专及以下或以上,不限,158-175厘米,浙江绍兴,不限,不限,有照片,绍兴,未婚,普通会员,佳缘会员,2000～5000元,狗,--
26,43岁,--,已经购车,射手座,大专,汉族,170cm,--,132563797,28-38岁之间,不限,不限,158-170厘米,浙江杭州,不限,不限,有照片,绍兴,离异,普通会员,冬冬,5000～10000元,牛,--
27,41岁,O型,已购车（中档型）,狮子座,本科,汉族,180cm,已购房（无贷款）,141096675,29-41岁之间,高中中专及以下,不限,158-175厘米,浙江绍兴,不限,不限,有照片,绍兴,离异,普通会员,好好过,5000～10000元,龙,--
28,32岁,--,--,巨蟹座,本科,--,175cm,--,141995812,20-31岁之间,不限,不限,155-175厘米,浙江,不限,不限,有照片,绍兴,离异,普通会员,黎明之前,5000～10000元,牛,--
29,36岁,A型,暂未购车,白羊座,高中中专及以下,汉族,166cm,暂未购房,163625681,26-36岁之间,不限,不限,155-170厘米,浙江,未婚,不限,有照片,绍兴,"离异,有小孩归对方",普通会员,望穿秋水,5000～10000元,鸡,62公斤
30,34岁,--,--,天秤座,大专,--,175cm,--,156186970,22-32岁之间,不限,不限,155-170厘米,浙江,未婚,不限,有照片,绍兴,离异,普通会员,好男人,5000～10000元,猪,--
31,55岁,--,--,金牛座,高中中专及以下,--,165cm,--,158110201,44-54岁之间,不限,不限,155-170厘米,浙江,未婚,不限,有照片,绍兴,离异,普通会员,vv,2000～5000元,虎,--
32,35岁,保密,暂未购车,狮子座,高中中专及以下,汉族,172cm,已购住房,102978903,24-39岁之间,不限,不限,155-165厘米,不限,不限,不限,有照片,绍兴,未婚,普通会员,寻找有缘人,10000～20000元,狗,60公斤
33,54岁,--,--,射手座,高中中专及以下,--,170cm,--,148273052,44-56岁之间,高中中专及以下或以上,不限,158-175厘米,浙江绍兴,不限,不限,有照片,绍兴,离异,普通会员,风雨人生,5000～10000元,虎,--
34,41岁,--,--,双子座,高中中专及以下,--,173cm,--,161056200,30-40岁之间,不限,不限,155-170厘米,浙江,未婚,不限,有照片,绍兴,离异,普通会员,爱人的心要诚,10000～20000元,龙,--
35,39岁,--,--,水瓶座,本科,--,170cm,--,148674347,28-38岁之间,不限,不限,155-170厘米,浙江,未婚,不限,有照片,绍兴,离异,普通会员,修理专家,2000元以下,蛇,--
36,37岁,--,--,天秤座,本科,--,182cm,--,162535547,26-36岁之间,不限,不限,155-170厘米,浙江,未婚,不限,有照片,绍兴,离异,普通会员,胖哥,5000～10000元,猴,--
37,36岁,--,--,天秤座,高中中专及以下,--,172cm,--,155629407,25-35岁之间,不限,不限,155-170厘米,浙江,未婚,不限,有照片,绍兴,离异,普通会员,胡杨树,5000～10000元,鸡,--
38,34岁,--,--,天蝎座,高中中专及以下,--,167cm,--,168924349,25-37岁之间,高中中专及以下或以上,不限,158-175厘米,浙江绍兴,不限,不限,有照片,绍兴,离异,普通会员,在凯旋门简洁的南莲,5000～10000元,狗,--
39,35岁,A型,暂未购车,魔羯座,高中中专及以下,汉族,167cm,暂未购房,132008857,28-36岁之间,不限,不限,130-170厘米,浙江绍兴,未婚、丧偶,不限,有照片,绍兴,未婚,普通会员,佳缘会员,5000～10000元,鸡,--
40,46岁,A型,已经购车,天蝎座,高中中专及以下,汉族,169cm,已购住房,147981385,35-48岁之间,不限,不限,155-170厘米,浙江,不限,不限,有照片,绍兴,"离异,有小孩归自己",普通会员,独狼,10000～20000元,狗,--
41,34岁,--,--,魔羯座,本科,--,169cm,--,168624185,25-37岁之间,大专或以上,不限,158-175厘米,浙江绍兴,不限,不限,有照片,绍兴,离异,普通会员,在青城山风趣的尔珍,2000～5000元,狗,--
42,42岁,AB型,已经购车,双鱼座,高中中专及以下,汉族,172cm,已购住房,105448030,25-40岁之间,不限,不限,不限,不限,不限,星级会员,有照片,绍兴,离异,普通会员,玉郎君,20000～50000元,兔,--
43,43岁,--,已经购车,巨蟹座,高中中专及以下,汉族,173cm,已购住房,158877228,32-42岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,有照片,绍兴,未婚,普通会员,指甲的幸福,5000～10000元,虎,62公斤
44,43岁,--,--,白羊座,高中中专及以下,--,170cm,--,169068159,33-43岁之间,不限,不限,155-170厘米,浙江,未婚,不限,有照片,绍兴,丧偶,普通会员,大叔,2000～5000元,虎,--
45,43岁,--,--,双鱼座,大专,--,175cm,--,168885502,30-39岁之间,不限,不限,160-168厘米,浙江,不限,不限,有照片,绍兴,离异,普通会员,浙江啊海,20000～50000元,虎,--
46,33岁,其它,暂未购车,水瓶座,高中中专及以下,汉族,174cm,暂未购房,156690515,不限,不限,不限,155-170厘米,浙江,不限,不限,有照片,绍兴,未婚,普通会员,随缘,2000元以下,鼠,--
47,35岁,B型,暂未购车,狮子座,高中中专及以下,苗族,170cm,暂未购房,155892480,24-38岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,有照片,绍兴,未婚,普通会员,1520,2000元以下,狗,--
48,33岁,O型,已购车（豪华型）,天秤座,本科,汉族,176cm,已购房（无贷款）,168520148,22-31岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,未婚,普通会员,一叶知秋,10000～20000元,鼠,67公斤
49,33岁,B型,已经购车,魔羯座,本科,汉族,170cm,已购住房,125454356,26-32岁之间,大专或以上,汉族,156-165厘米,"浙江绍兴,浙江杭州,浙江宁波",未婚、离异,不限,有照片,绍兴,"离异,有小孩归对方",普通会员,方子,5000～10000元,猪,65公斤
50,55岁,--,--,金牛座,高中中专及以下,--,172cm,--,144517821,43-53岁之间,不限,不限,155-170厘米,浙江,未婚,不限,有照片,绍兴,离异,普通会员,春筍,5000～10000元,虎,--
51,36岁,A型,暂未购车,天蝎座,高中中专及以下,汉族,170cm,与父母同住,141715754,29-33岁之间,高中中专及以下,汉族,155-170厘米,浙江绍兴,未婚、离异,不限,有照片,绍兴,"离异,有小孩归自己",普通会员,阿杰,2000～5000元,猴,--
52,33岁,--,暂未购车,水瓶座,高中中专及以下,汉族,170cm,与父母同住,107106848,25-33岁之间,不限,不限,154-180厘米,浙江绍兴,未婚,不限,有照片,绍兴,未婚,普通会员,左手牵右手,2000～5000元,猪,63公斤
53,32岁,--,--,狮子座,本科,--,178cm,--,168950374,22-34岁之间,大专或以上,不限,158-175厘米,浙江绍兴,不限,不限,有照片,绍兴,未婚,普通会员,从梦唠叨的在釜山,2000元以下,牛,--
54,41岁,其它,暂未购车,天秤座,大专,汉族,179cm,独自租房,155563320,28-45岁之间,高中中专及以下,不限,155-175厘米,不限,不限,不限,有照片,绍兴,"离异,有小孩归自己",普通会员,ゝ木子,5000～10000元,龙,63公斤
55,47岁,--,--,天蝎座,高中中专及以下,--,173cm,--,166298589,37-47岁之间,不限,不限,155-170厘米,浙江,未婚,不限,有照片,绍兴,离异,普通会员,不忘初心,5000～10000元,鸡,--
56,36岁,--,暂未购车,处女座,高中中专及以下,--,173cm,与父母同住,164821671,23-32岁之间,高中中专及以下,不限,152-172厘米 *,北京东城,未婚 *,不限,有照片,绍兴,未婚,普通会员,优秀的大蒜在穹顶,5000～10000元,鸡,--
57,43岁,--,--,狮子座,大专,--,178cm,--,169078116,33-45岁之间,高中中专及以下或以上,不限,158-175厘米,浙江绍兴,不限,不限,有照片,绍兴,离异,普通会员,花落方知昔、,10000～20000元,虎,--
58,38岁,B型,已经购车,双鱼座,高中中专及以下,汉族,173cm,已购住房,163625818,28-38岁之间,不限,不限,158-168厘米,不限,不限,不限,有照片,绍兴,"离异,有小孩归自己",普通会员,夜春温暖的在伯尔尼,10000～20000元,羊,73公斤
59,47岁,--,--,双子座,大专,--,189cm,--,152878241,18-47岁之间,高中中专及以下或以上,不限,158-184厘米,浙江,未婚,不限,有照片,绍兴,离异,普通会员,爱车人,2000～5000元,狗,--
60,37岁,B型,暂未购车,天蝎座,高中中专及以下,汉族,170cm,暂未购房,166071828,25-45岁之间,不限,不限,156-180厘米,不限,不限,星级会员,有照片,绍兴,"离异,有小孩归自己",高级会员,味道,2000元以下,羊,60公斤
61,45岁,--,--,金牛座,本科,--,170cm,--,167488079,35-41岁之间,大专,不限,155-165厘米,浙江绍兴,离异、丧偶,不限,有照片,绍兴,离异,普通会员,含蓄的韭菜 在美术馆,2000～5000元,鼠,--
62,38岁,--,暂未购车,射手座,高中中专及以下,汉族,177cm,与父母同住,114033151,30-38岁之间,高中中专及以下,不限,155-170厘米,浙江绍兴,不限,不限,有照片,绍兴,离异,普通会员,真诚的心,5000～10000元,马,70公斤
63,39岁,--,--,金牛座,高中中专及以下,--,174cm,--,145609647,27-37岁之间,不限,不限,155-170厘米,浙江,未婚,不限,有照片,绍兴,离异,普通会员,包容之心,5000～10000元,马,--
64,36岁,O型,暂未购车,巨蟹座,高中中专及以下,汉族,165cm,需要时购置,99985659,22-32岁之间,不限,不限,155-170厘米,浙江,未婚,不限,有照片,绍兴,"离异,有小孩归自己",高级会员,阿鸿,5000～10000元,鸡,63公斤
65,34岁,保密,暂未购车,金牛座,大专,汉族,161cm,独自租房,164506472,25-29岁之间,高中中专及以下,不限,158-165厘米,四川绵阳,未婚、离异 *,不限,有照片,绍兴,未婚,普通会员,幼萱健壮的在太湖,5000～10000元,猪,65公斤
66,38岁,B型,--,巨蟹座,高中中专及以下,汉族,165cm,--,165631291,28-40岁之间,高中中专及以下,不限,155-174厘米,浙江绍兴,不限,不限,有照片,绍兴,未婚,普通会员,风中@追风,5000～10000元,羊,65公斤
67,40岁,保密,暂未购车,射手座,高中中专及以下,汉族,170cm,住单位房,138334256,28-38岁之间,不限,不限,155-170厘米,浙江,离异,不限,有照片,绍兴,"离异,有小孩归对方",普通会员,周君军,2000～5000元,龙,--
68,38岁,--,--,魔羯座,高中中专及以下,--,170cm,--,160729560,28-38岁之间,不限,不限,155-170厘米,浙江,未婚,不限,有照片,绍兴,离异,普通会员,爱你qwe,5000～10000元,马,--
69,32岁,B型,暂未购车,天秤座,高中中专及以下,汉族,171cm,暂未购房,153609621,21-30岁之间,不限,不限,156-170厘米,不限,未婚,不限,有照片,绍兴,未婚,高级会员,会飞的鱼,5000～10000元,牛,69公斤
70,51岁,AB型,--,水瓶座,高中中专及以下,汉族,174cm,已购房（无贷款）,108087568,37-47岁之间,不限,不限,155-170厘米,浙江,不限,不限,有照片,绍兴,离异,普通会员,佳缘征婚,20000～50000元,马,--
71,37岁,--,--,双鱼座,大专,--,175cm,--,167639881,19-31岁之间,高中中专及以下或以上,不限,158-175厘米,浙江绍兴,不限,不限,有照片,绍兴,离异,普通会员,冷雪剑,5000～10000元,猴,--
72,35岁,--,--,巨蟹座,本科,--,175cm,--,53655294,25-30岁之间,不限,不限,165厘米或以上,浙江,未婚,不限,有照片,绍兴,未婚,普通会员,xiong,2000～5000元,狗,--
73,33岁,--,已购车（经济型）,天秤座,大专,汉族,170cm,已购房（有贷款）,164633338,26-34岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,"离异,有小孩归对方",普通会员,简爱,10000～20000元,鼠,--
74,37岁,--,--,巨蟹座,高中中专及以下,--,172cm,--,167312587,27-39岁之间,高中中专及以下或以上,不限,158-175厘米,浙江绍兴,不限,不限,有照片,绍兴,离异,普通会员,思念,2000～5000元,猴,--
75,35岁,--,--,魔羯座,高中中专及以下,--,166cm,--,151072934,24-34岁之间,不限,不限,155-170厘米,浙江,未婚,不限,有照片,绍兴,离异,普通会员,过往云烟,5000～10000元,鸡,--
76,34岁,O型,已购车（中档型）,天秤座,本科,汉族,175cm,已购住房,166251493,22-32岁之间,大专,不限,158-175厘米,不限,不限,不限,有照片,绍兴,未婚,普通会员,在越南顽固的琵琶,10000～20000元,猪,55公斤
77,35岁,--,--,天蝎座,本科,--,173cm,--,102160208,25-33岁之间,不限,不限,155-170厘米,浙江,不限,不限,有照片,绍兴,离异,普通会员,tom1hao,20000～50000元,鸡,--
78,37岁,--,--,处女座,高中中专及以下,--,175cm,--,168859841,27-39岁之间,高中中专及以下或以上,不限,158-175厘米,浙江绍兴,不限,不限,有照片,绍兴,离异,普通会员,在纽伦堡滑稽的幻柏,2000～5000元,猴,--
79,50岁,--,暂未购车,双鱼座,本科,汉族,172cm,已购房（无贷款）,154466748,38-43岁之间,不限,不限,158-172厘米,浙江绍兴,不限,不限,有照片,绍兴,"离异,有小孩归对方",普通会员,沐风,10000～20000元,羊,64公斤
80,39岁,--,已经购车,狮子座,高中中专及以下,--,180cm,--,167890740,29-41岁之间,不限,不限,158-175厘米,浙江绍兴,不限,不限,有照片,绍兴,离异,普通会员,好动的念露在邦咯岛,5000～10000元,马,--
81,33岁,--,已购车（豪华型）,天秤座,本科,汉族,183cm,已购房（无贷款）,159009481,25-33岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,有照片,绍兴,"离异,有小孩归自己",高级会员,尼奥,20000～50000元,鼠,--
82,33岁,--,--,魔羯座,本科,--,175cm,--,168774353,26-34岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,未婚,普通会员,LinYcSir,5000～10000元,猪,--
83,44岁,--,--,巨蟹座,大专,--,170cm,--,112144322,25-38岁之间,高中中专及以下或以上,不限,158-175厘米,江西,未婚,不限,有照片,绍兴,离异,普通会员,凌波微步,10000～20000元,牛,--
84,35岁,--,--,水瓶座,本科,--,172cm,--,168248805,28-36岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,离异,普通会员,邂逅,5000～10000元,鸡,--
85,55岁,--,--,天秤座,高中中专及以下,--,165cm,--,168957161,45-57岁之间,高中中专及以下或以上,不限,158-175厘米,浙江绍兴,不限,不限,有照片,绍兴,离异,普通会员,优秀的龙猫在墨尔本,2000～5000元,虎,--
86,34岁,其它,已购车（经济型）,魔羯座,本科,汉族,172cm,已购房（无贷款）,168597901,22-34岁之间,大专,不限,158-170厘米,浙江绍兴,不限,不限,有照片,绍兴,"离异,有小孩归对方",普通会员,畏惧的山雁在圣胡安,5000～10000元,狗,90公斤
87,35岁,保密,已经购车,巨蟹座,大专,汉族,166cm,暂未购房,168746313,29-35岁之间,大专或以上,不限,172-175厘米,浙江绍兴,离异,星级会员,有照片,绍兴,"离异,无小孩",普通会员,凌梓钦,5000～10000元,狗,--
88,50岁,O型,已经购车,处女座,高中中专及以下,汉族,170cm,已购房（无贷款）,167000291,40-52岁之间,高中中专及以下或以上,不限,158-175厘米,浙江绍兴,不限,不限,有照片,绍兴,"离异,有小孩归自己",普通会员,在丹霞山温暖的艾片,2000～5000元,羊,67公斤
89,33岁,--,--,金牛座,本科,--,170cm,--,168863873,26-34岁之间,不限,不限,155-170厘米,浙江绍兴,离异,不限,不限,绍兴,离异,普通会员,道奇,5000～10000元,鼠,--
90,46岁,--,--,双子座,高中中专及以下,--,180cm,--,167203673,36-48岁之间,高中中专及以下或以上,不限,158-175厘米,浙江绍兴,不限,不限,有照片,绍兴,离异,普通会员,在歌剧院执著的幻珊,2000～5000元,猪,--
91,47岁,--,--,天秤座,高中中专及以下,--,170cm,--,147964729,35-45岁之间,不限,不限,155-170厘米,浙江,未婚,不限,有照片,绍兴,离异,普通会员,徐,5000～10000元,狗,--
92,43岁,--,--,巨蟹座,本科,--,176cm,--,166127276,33-45岁之间,大专或以上,不限,158-175厘米,浙江绍兴,不限,不限,有照片,绍兴,离异,普通会员,昆仑决,10000～20000元,虎,--
93,53岁,--,--,魔羯座,本科,--,170cm,--,134370508,41-51岁之间,不限,不限,155-170厘米,浙江,未婚,不限,有照片,绍兴,离异,普通会员,男,5000～10000元,兔,--
94,32岁,--,已经购车,巨蟹座,高中中专及以下,--,176cm,--,148206365,28-32岁之间,不限,不限,155-170厘米,不限,离异,不限,不限,绍兴,离异,普通会员,平凡的人,5000～10000元,牛,69公斤
95,37岁,A型,暂未购车,射手座,大专,汉族,176cm,与父母同住,86845904,26-35岁之间,不限,不限,155-165厘米,江苏无锡,不限,不限,有照片,绍兴,"离异,无小孩",普通会员,折翼射手座,10000～20000元,羊,74公斤
96,44岁,O型,暂未购车,金牛座,大专,汉族,160cm,暂未购房,140009962,32-42岁之间,大专,不限,155-170厘米,浙江,不限,不限,有照片,绍兴,"离异,有小孩归自己",普通会员,彬彬,5000～10000元,牛,--
97,33岁,--,--,双鱼座,大专,--,174cm,--,167879795,23-35岁之间,大专,不限,158-165厘米,浙江,不限,不限,有照片,绍兴,离异,高级会员,娇笑的秋柏在火车站,5000～10000元,鼠,--
98,41岁,--,暂未购车,水瓶座,大专,--,168cm,已购住房,108473576,28-38岁之间,不限,不限,158-168厘米,浙江绍兴,未婚,星级会员,有照片,绍兴,未婚,普通会员,我心依然,2000～5000元,龙,--
99,38岁,--,--,魔羯座,高中中专及以下,--,178cm,--,168761339,29-41岁之间,高中中专及以下或以上,不限,158-175厘米,浙江绍兴,不限,不限,有照片,绍兴,离异,普通会员,幼萱豁达的在钟山,2000～5000元,马,--
100,32岁,--,--,射手座,本科,--,170cm,--,167311428,34岁或以上,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,未婚,普通会员,和谐的怜晴在巴黎,10000～20000元,鼠,--
101,43岁,O型,已购车（中档型）,双鱼座,大专,汉族,170cm,已购房（无贷款）,148200120,33-38岁之间,不限,不限,158-165厘米,浙江,未婚、离异,星级会员,有照片,绍兴,"离异,无小孩",普通会员,随缘,5000～10000元,虎,65公斤
102,36岁,--,--,白羊座,本科,--,179cm,--,168765546,19-31岁之间,大专或以上,不限,158-175厘米,北京,未婚,不限,有照片,绍兴,未婚,普通会员,邵浩旷,10000～20000元,鸡,--
103,33岁,--,--,射手座,双学士,--,170cm,--,167495979,18-40岁之间,不限,不限,155-170厘米,浙江绍兴,不限,星级会员,有照片,绍兴,离异,普通会员,黄哥,50000元以上,猪,--
104,42岁,--,--,射手座,高中中专及以下,--,170cm,--,167065028,33-45岁之间,高中中专及以下或以上,不限,158-175厘米,浙江绍兴,不限,不限,有照片,绍兴,离异,普通会员,胖大海有趣的在崂山,5000～10000元,虎,--
105,48岁,O型,已经购车,双鱼座,高中中专及以下,汉族,175cm,需要时购置,46698189,33-41岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,"离异,有小孩归自己",普通会员,灰太郎,5000～10000元,鸡,63公斤
106,37岁,A型,已购车（豪华型）,水瓶座,本科,汉族,175cm,已购住房,158687816,26-36岁之间,不限,不限,155-170厘米,浙江,未婚,不限,有照片,绍兴,未婚,普通会员,佳缘征婚,5000～10000元,羊,--
107,34岁,--,--,天秤座,本科,--,170cm,--,168573648,24-34岁之间,不限,不限,155-170厘米,浙江,未婚,不限,有照片,绍兴,离异,普通会员,大约在雨季,5000～10000元,猪,--
108,32岁,A型,--,天秤座,本科,汉族,170cm,已购房（有贷款）,139384804,23-35岁之间,不限,不限,155-170厘米,江西鹰潭,不限,不限,有照片,绍兴,离异,普通会员,真诚,2000～5000元,牛,62公斤
109,32岁,A型,已经购车,射手座,大专,汉族,168cm,已购房（无贷款）,167360917,23-35岁之间,高中中专及以下或以上,不限,158-175厘米,浙江绍兴,不限,不限,有照片,绍兴,"离异,有小孩归对方",普通会员,孤客,5000～10000元,鼠,65公斤
110,33岁,AB型,已购车（经济型）,天秤座,本科,汉族,178cm,已购房（无贷款）,167529056,23-35岁之间,大专或以上,不限,158-175厘米,浙江绍兴,不限,不限,有照片,绍兴,未婚,普通会员,久违的一抹笑,--,鼠,62公斤
111,56岁,A型,暂未购车,射手座,高中中专及以下,汉族,170cm,已购房（无贷款）,86434594,47-55岁之间,不限,不限,155-170厘米,浙江,离异、丧偶,不限,有照片,绍兴,"丧偶,有小孩归自己",普通会员,希望,5000～10000元,鼠,--
112,47岁,--,--,双鱼座,高中中专及以下,--,169cm,--,168623551,37-49岁之间,高中中专及以下或以上,不限,158-175厘米,浙江绍兴,不限,不限,有照片,绍兴,离异,普通会员,积丰酸菜鱼,5000～10000元,狗,--
113,34岁,--,--,天蝎座,高中中专及以下,--,171cm,--,165765324,25-37岁之间,高中中专及以下或以上,不限,158-175厘米,浙江绍兴,不限,不限,有照片,绍兴,离异,普通会员,一一,2000～5000元,狗,--
114,35岁,B型,--,巨蟹座,高中中专及以下,汉族,170cm,与父母同住,73182669,22-30岁之间,不限,不限,155-168厘米,浙江,不限,星级会员,有照片,绍兴,未婚,普通会员,平凡人,5000～10000元,狗,--
115,52岁,--,--,水瓶座,高中中专及以下,--,170cm,--,133212992,40-50岁之间,不限,不限,155-170厘米,浙江,未婚,不限,有照片,绍兴,离异,普通会员,祥哥,2000～5000元,蛇,--
116,32岁,--,--,双鱼座,高中中专及以下,--,170cm,--,109238396,19-29岁之间,不限,不限,155-170厘米,浙江,未婚,不限,有照片,绍兴,未婚,普通会员,无声的走远,5000～10000元,牛,--
117,34岁,--,--,天蝎座,高中中专及以下,--,168cm,--,168656817,25-37岁之间,高中中专及以下或以上,不限,158-175厘米,浙江绍兴,不限,不限,有照片,绍兴,离异,普通会员,在奥尔堡执著的映真,5000～10000元,狗,--
118,47岁,--,--,射手座,大专,--,168cm,--,130581299,36-48岁之间,高中中专及以下或以上,不限,158-175厘米,浙江绍兴,不限,不限,有照片,绍兴,离异,普通会员,东方《晨起》,5000～10000元,鸡,--
119,38岁,O型,暂未购车,金牛座,高中中专及以下,汉族,165cm,暂未购房,167690991,28-40岁之间,高中中专及以下或以上,不限,158-175厘米,浙江绍兴,不限,不限,有照片,绍兴,未婚,普通会员,迎夏安详的在新山,5000～10000元,羊,57公斤
120,46岁,--,--,射手座,本科,--,185cm,--,165182495,37-49岁之间,大专或以上,不限,158-175厘米,浙江绍兴,不限,不限,有照片,绍兴,离异,普通会员,灵雁友好的在基辅,5000～10000元,狗,--
