,age,blood,car,constellation,education,ethnic,height,house,id,js_age,js_education,js_ethnic,js_height,js_location,js_marriaged,js_member,js_photo,location,marriaged,membership,nickname,salary,shengxiao,weight
17,32岁,--,已购车（经济型）,射手座,本科,--,178cm,--,145086094,23-31岁之间,不限,不限,160厘米或以上,浙江绍兴,不限,不限,有照片,绍兴,未婚,高级会员,21,5000～10000元,鼠,--
18,30岁,--,--,巨蟹座,本科,--,170cm,--,169643825,23-31岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,未婚,普通会员,如今才是唯一,5000～10000元,兔,--
19,20岁,保密,已购车（中档型）,天秤座,大专,汉族,181cm,与父母同住,168953379,18-24岁之间,不限,不限,155-170厘米 *,浙江,未婚,不限,不限,绍兴,未婚,高级会员,斌斌,5000～10000元,牛,75公斤
20,32岁,O型,已经购车,天蝎座,本科,汉族,180cm,已购住房,115854614,25-31岁之间,本科,不限,160-175厘米,浙江绍兴,未婚,不限,有照片,绍兴,离异,高级会员,安,50000元以上,鼠,75公斤
21,27岁,保密,需要时购置,魔羯座,本科,汉族,172cm,需要时购置,158772083,20-35岁之间,不限,不限,150-170厘米,浙江绍兴,不限,不限,有照片,绍兴,未婚,普通会员,安你如暖,5000～10000元,蛇,58公斤
22,27岁,O型,已购车（中档型）,水瓶座,大专,汉族,175cm,暂未购房,163377097,20-26岁之间,不限,不限,162-176厘米 *,"重庆,浙江",未婚,星级会员,有照片,绍兴,未婚,高级会员,影子,5000～10000元,马,63公斤
23,23岁,A型,已购车（经济型）,金牛座,高中中专及以下,汉族,165cm,需要时购置,162308613,18-28岁之间,不限,不限,155-170厘米,不限,不限,不限,有照片,绍兴,未婚,普通会员,张小争,5000～10000元,狗,60公斤
24,28岁,O型,单位用车,魔羯座,本科,汉族,176cm,住单位房,65418930,18-26岁之间,不限,不限,155-170厘米,不限,未婚,不限,有照片,绍兴,未婚,高级会员,佳缘用户,10000～20000元,龙,68公斤
25,31岁,B型,暂未购车,天蝎座,高中中专及以下,汉族,168cm,暂未购房,66004353,24-32岁之间,不限,不限,155-167厘米,浙江,未婚,不限,有照片,绍兴,未婚,普通会员,新鲜苹果,2000～5000元,牛,65公斤
26,27岁,其它,已购车（经济型）,金牛座,高中中专及以下,汉族,175cm,独自租房,113573301,18-25岁之间,不限,不限,155-170厘米,不限,未婚,不限,有照片,绍兴,未婚,高级会员,小墨鱼,5000～10000元,马,65公斤
27,27岁,O型,需要时购置,白羊座,大专,汉族,170cm,与人合租,105495383,20-30岁之间,不限,不限,158-170厘米 *,浙江,未婚,不限,有照片,绍兴,未婚,高级会员,zjcg,5000～10000元,马,60公斤
28,30岁,O型,已经购车,天秤座,本科,汉族,175cm,已购住房,81709432,24-28岁之间,不限,不限,160-165厘米,浙江绍兴,未婚,不限,有照片,绍兴,未婚,普通会员,佳缘征婚,5000～10000元,兔,65公斤
29,30岁,--,--,天蝎座,大专,--,170cm,--,88656292,20-27岁之间,高中中专及以下或以上,不限,155-170厘米,浙江绍兴,未婚,不限,不限,绍兴,未婚,普通会员,游荡的蝎子,5000～10000元,虎,--
30,29岁,B型,已购车（中档型）,白羊座,高中中专及以下,汉族,172cm,与父母同住,110911910,22-33岁之间,不限,不限,160-165厘米 *,不限,未婚,星级会员,有照片,绍兴,未婚,高级会员,Damon,5000～10000元,龙,85公斤
31,28岁,--,暂未购车,天秤座,高中中专及以下,汉族,176cm,住单位房,75503917,20-24岁之间,不限,不限,160-170厘米,江西南昌,未婚,不限,有照片,绍兴,未婚,普通会员,明子,2000～5000元,蛇,65公斤
32,30岁,--,--,魔羯座,大专,汉族,172cm,与父母同住,113518297,25-30岁之间,不限,不限,不限,浙江绍兴,不限,不限,有照片,绍兴,未婚,普通会员,菠萝,2000～5000元,虎,--
33,29岁,A型,已经购车,魔羯座,本科,汉族,171cm,已购房（无贷款）,90952890,23-30岁之间,大专,不限,155-170厘米,浙江绍兴,未婚,不限,有照片,绍兴,未婚,高级会员,方丈eric,10000～20000元,兔,55公斤
34,29岁,O型,--,巨蟹座,本科,汉族,178cm,--,64419895,18-24岁之间,不限,不限,155-175厘米,浙江,未婚,不限,不限,绍兴,未婚,普通会员,chrischan,2000～5000元,龙,65公斤
35,22岁,保密,已购车（经济型）,双鱼座,本科,汉族,172cm,与父母同住,96900474,20-26岁之间,不限,不限,150厘米或以上,不限,不限,不限,有照片,绍兴,未婚,高级会员,e,10000～20000元,猪,64公斤
36,28岁,--,已购车（中档型）,水瓶座,本科,汉族,170cm,与父母同住,66045779,20-30岁之间,不限,不限,155-180厘米,浙江绍兴,未婚,不限,有照片,绍兴,未婚,高级会员,红颜易老需珍惜,2000～5000元,蛇,69公斤
37,27岁,AB型,已购车（经济型）,天秤座,大专,汉族,167cm,与父母同住,87491967,20-27岁之间,不限,不限,156-172厘米,浙江,未婚,不限,有照片,绍兴,未婚,高级会员,想喝可乐,2000～5000元,马,--
38,28岁,O型,暂未购车,射手座,大专,汉族,171cm,独自租房,70918175,19-28岁之间,大专,不限,155-170厘米,浙江绍兴,未婚,不限,有照片,绍兴,未婚,高级会员,卡布奇诺,2000～5000元,龙,128公斤
39,31岁,保密,已购车（经济型）,白羊座,大专,汉族,175cm,与父母同住,91085318,22-30岁之间,不限,不限,155-170厘米,浙江绍兴,不限,星级会员,有照片,绍兴,未婚,普通会员,一支竹,2000～5000元,虎,--
40,29岁,--,暂未购车,狮子座,高中中专及以下,汉族,175cm,暂未购房,79505522,26-30岁之间,不限,不限,160-179厘米,"浙江,江苏,安徽,江西",未婚,不限,有照片,绍兴,未婚,普通会员,喜欢弦论的女纸,2000～5000元,龙,60公斤
41,28岁,AB型,已购车（中档型）,金牛座,本科,汉族,175cm,与父母同住,109852236,26-27岁之间,不限,不限,155-170厘米,浙江绍兴,未婚,不限,有照片,绍兴,未婚,高级会员,遗忘那段情,5000～10000元,蛇,--
42,31岁,--,已经购车,双子座,本科,汉族,177cm,已购住房,76675358,26-40岁之间,不限,不限,155-196厘米,浙江绍兴,不限,不限,有照片,绍兴,丧偶,高级会员,我是风儿你是莎,5000～10000元,虎,65公斤
43,27岁,--,已购车（经济型）,双鱼座,本科,汉族,172cm,已购住房,72744371,18-26岁之间,大专或以上,不限,160-172厘米,浙江绍兴,未婚,不限,有照片,绍兴,未婚,普通会员,小邈,5000～10000元,马,60公斤
44,27岁,O型,已经购车,魔羯座,本科,汉族,175cm,与父母同住,101805046,18-26岁之间,不限,不限,不限,浙江,未婚,不限,有照片,绍兴,未婚,高级会员,ゞ灬記嘚約掟,5000～10000元,蛇,65公斤
45,29岁,A型,已购车（经济型）,天蝎座,大专,汉族,170cm,与父母同住,112186271,24-28岁之间,大专或以上,不限,150-165厘米,浙江绍兴,未婚,不限,不限,绍兴,未婚,高级会员,佳缘征婚,5000～10000元,兔,135公斤
46,29岁,--,已购车（中档型）,天秤座,本科,汉族,178cm,需要时购置,102602956,26-32岁之间,不限,不限,155-177厘米,浙江绍兴,不限,不限,有照片,绍兴,未婚,普通会员,领悟醒悟,10000～20000元,龙,70公斤
47,29岁,保密,--,双子座,大专,汉族,181cm,与父母同住,68280429,18-30岁之间,大专,不限,160-170厘米 *,浙江绍兴,未婚,不限,有照片,绍兴,未婚,高级会员,小帅锅,5000～10000元,龙,72公斤
48,32岁,AB型,已经购车,狮子座,本科,汉族,178cm,已购住房,47495601,20-35岁之间,不限,不限,160-180厘米,不限,未婚,不限,不限,绍兴,未婚,普通会员,爱健康爱生活,5000～10000元,牛,--
49,31岁,B型,已购车（豪华型）,巨蟹座,大专,汉族,175cm,已购房（无贷款）,24013299,23-30岁之间,不限,不限,158-173厘米,浙江绍兴,未婚,不限,有照片,绍兴,未婚,高级会员,奋斗中,5000～10000元,虎,70公斤
50,32岁,其它,暂未购车,双鱼座,本科,汉族,170cm,独自租房,23581208,25-33岁之间,不限,不限,155-168厘米,浙江绍兴,未婚,不限,有照片,绍兴,未婚,普通会员,石头,5000～10000元,牛,68公斤
51,29岁,保密,已经购车,双鱼座,本科,汉族,178cm,需要时购置,29376102,18-28岁之间,大专或以上,不限,160-170厘米,浙江,未婚,不限,有照片,绍兴,未婚,高级会员,丶最爱巧克力,20000～50000元,龙,78公斤
52,30岁,保密,暂未购车,狮子座,大专,汉族,181cm,独自租房,48943321,18-24岁之间,不限,不限,155-170厘米,"浙江绍兴,河南洛阳",未婚,不限,有照片,绍兴,未婚,普通会员,阿亮,2000～5000元,兔,69公斤
53,29岁,其它,单位用车,魔羯座,本科,汉族,173cm,需要时购置,58571044,20-30岁之间,不限,不限,155-175厘米,浙江,未婚、离异,不限,不限,绍兴,未婚,高级会员,柯俊杰,--,兔,75公斤
54,30岁,O型,已经购车,天秤座,大专,汉族,177cm,已购住房,27681382,18-28岁之间,不限,不限,163-172厘米,浙江绍兴,不限,不限,不限,绍兴,未婚,高级会员,华华,5000～10000元,兔,68公斤
55,29岁,--,--,金牛座,高中中专及以下,--,170cm,--,40401022,18-22岁之间,不限,不限,155-170厘米,"四川遂宁,浙江绍兴",未婚,不限,有照片,绍兴,未婚,普通会员,福春,2000～5000元,龙,--
56,28岁,--,暂未购车,射手座,高中中专及以下,汉族,172cm,已购住房,28827300,23-28岁之间,不限,不限,158-168厘米 *,"浙江金华,浙江杭州",未婚,不限,有照片,绍兴,未婚,普通会员,翱翔天空的鹰,10000～20000元,龙,60公斤
57,30岁,O型,已经购车,双鱼座,本科,汉族,178cm,已购住房,55709186,20-27岁之间,大专或以上,不限,155-175厘米,浙江绍兴,未婚,不限,不限,绍兴,未婚,普通会员,爱上老虎,5000～10000元,兔,74公斤
58,32岁,AB型,暂未购车,处女座,本科,汉族,173cm,已购住房,43882276,28-33岁之间,大专或以上,不限,160-170厘米,浙江绍兴,未婚,不限,有照片,绍兴,未婚,普通会员,风去尘伤心,5000～10000元,牛,65公斤
59,28岁,O型,已经购车,射手座,本科,汉族,175cm,暂未购房,47696387,20-30岁之间,不限,不限,155-170厘米,"浙江绍兴,浙江杭州,浙江宁波,浙江温州",不限,不限,有照片,绍兴,"离异,无小孩",普通会员,追命,5000～10000元,龙,75公斤
60,32岁,A型,已经购车,双子座,本科,汉族,172cm,需要时购置,25371646,21-30岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,有照片,绍兴,未婚,高级会员,白老鼠,5000～10000元,牛,66公斤
61,31岁,B型,已经购车,射手座,高中中专及以下,汉族,175cm,与父母同住,63163498,26-31岁之间,不限,汉族,161-170厘米,浙江绍兴,未婚、离异,不限,有照片,绍兴,未婚,普通会员,空心,2000～5000元,牛,65公斤
62,24岁,--,--,魔羯座,本科,--,170cm,--,44009008,22-30岁之间,不限,不限,155-170厘米,不限,不限,不限,不限,绍兴,未婚,普通会员,孤单一人,2000～5000元,猴,--
63,26岁,B型,暂未购车,巨蟹座,本科,汉族,175cm,暂未购房,61698469,20-24岁之间,大专或以上,汉族,156-168厘米,浙江,未婚,星级会员,有照片,绍兴,未婚,高级会员,毅然,2000～5000元,羊,--
64,29岁,--,已经购车,天蝎座,本科,汉族,174cm,已购住房,34203311,18-32岁之间,不限,不限,155-175厘米,浙江绍兴,未婚,不限,有照片,绍兴,未婚,高级会员,BOBO,20000～50000元,兔,--
65,32岁,其它,已购车（经济型）,白羊座,高中中专及以下,汉族,170cm,住单位房,38056659,23-30岁之间,高中中专及以下,汉族,155-170厘米,不限,不限,星级会员,有照片,绍兴,未婚,高级会员,等到何时,5000～10000元,虎,52公斤
66,31岁,O型,需要时购置,白羊座,高中中专及以下,汉族,175cm,独自租房,46806084,26-33岁之间,高中中专及以下,不限,155-170厘米,"浙江,四川",未婚、离异 *,星级会员 *,不限,绍兴,未婚,普通会员,国际版,5000～10000元,虎,65公斤
67,25岁,保密,已经购车,天蝎座,大专,汉族,170cm,与父母同住,52955204,18-26岁之间,不限,不限,156-168厘米 *,浙江,未婚,不限,不限,绍兴,未婚,高级会员,呐殇,2000～5000元,羊,60公斤
68,32岁,--,暂未购车,天秤座,本科,壮族,175cm,独自租房,27029686,23-33岁之间,大专或以上,不限,160厘米或以上,不限,未婚,不限,有照片,绍兴,未婚,高级会员,San,2000～5000元,牛,55公斤
69,30岁,O型,--,射手座,本科,汉族,130cm,已购住房,37059589,22-28岁之间,大专,不限,160-170厘米,浙江绍兴,未婚,不限,有照片,绍兴,未婚,高级会员,君怀袖,2000元以下,虎,--
70,31岁,保密,暂未购车,魔羯座,大专,--,170cm,已购房（有贷款）,27947733,20-29岁之间,不限,不限,158-166厘米 *,河南信阳,未婚,不限,有照片,绍兴,未婚,高级会员,超越,10000～20000元,牛,61公斤
71,29岁,--,已经购车,双鱼座,高中中专及以下,汉族,176cm,已购房（有贷款）,40210629,18-28岁之间,不限,不限,161-175厘米 *,浙江,未婚,不限,有照片,绍兴,未婚,高级会员,mike,20000～50000元,龙,64公斤
72,29岁,保密,已经购车,魔羯座,本科,汉族,170cm,已购住房,18951056,18-25岁之间,大专或以上,不限,155-168厘米,浙江绍兴,未婚,星级会员,有照片,绍兴,未婚,高级会员,落伊释,5000～10000元,兔,55公斤
73,32岁,--,--,魔羯座,本科,--,177cm,--,152310703,24-32岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,未婚,普通会员,等待一个人,5000～10000元,鼠,--
74,29岁,O型,暂未购车,射手座,硕士,苗族,165cm,住单位房,153706433,25-30岁之间,大专或以上,不限,155-165厘米,浙江绍兴,不限,不限,不限,绍兴,未婚,高级会员,iseeyou,5000～10000元,兔,58公斤
75,30岁,A型,暂未购车,白羊座,本科,汉族,170cm,已购房（无贷款）,165889211,23-28岁之间,不限,不限,157-167厘米 *,不限,未婚,不限,有照片,绍兴,未婚,普通会员,遗失记忆,10000～20000元,兔,70公斤
76,23岁,B型,暂未购车,双子座,大专,汉族,170cm,暂未购房,163734253,21-23岁之间,不限,不限,155-170厘米,浙江绍兴,未婚,不限,不限,绍兴,未婚,普通会员,老妈,2000～5000元,狗,66公斤
77,24岁,保密,暂未购车,魔羯座,大专,汉族,167cm,已购房（有贷款）,158676251,23-25岁之间,不限,汉族,155-163厘米,浙江绍兴,不限,不限,有照片,绍兴,未婚,普通会员,空城,2000～5000元,猴,52公斤
78,32岁,--,--,天蝎座,大专,--,172cm,与父母同住,20469541,24-28岁之间,不限,不限,160-170厘米,不限,未婚,不限,有照片,绍兴,未婚,高级会员,原来至你,5000～10000元,鼠,--
79,26岁,--,--,双子座,本科,--,170cm,--,169599535,19-27岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,未婚,普通会员,三生緣線,5000～10000元,羊,--
80,28岁,--,已购车（中档型）,水瓶座,本科,汉族,172cm,已购房（有贷款）,158607370,25-28岁之间,本科,不限,159-170厘米 *,浙江绍兴,未婚,不限,不限,绍兴,未婚,高级会员,波波,5000～10000元,蛇,56公斤
81,27岁,B型,已购车（经济型）,双鱼座,大专,汉族,178cm,已购房（有贷款）,161370629,24-29岁之间,不限,不限,157-167厘米 *,陕西,未婚,不限,有照片,绍兴,未婚,高级会员,猪八戒的未来,5000～10000元,马,67公斤
82,30岁,B型,暂未购车,狮子座,本科,汉族,170cm,已购房（有贷款）,162215727,20-40岁之间,不限,不限,155-175厘米,浙江,不限,不限,不限,绍兴,未婚,高级会员,会飞的鱼,10000～20000元,兔,64公斤
83,30岁,--,暂未购车,射手座,高中中专及以下,汉族,168cm,独自租房,169461692,26-31岁之间,不限,不限,161-165厘米,浙江绍兴,未婚、离异,不限,有照片,绍兴,未婚,普通会员,真心换真情,2000～5000元,虎,70公斤
84,28岁,A型,已购车（经济型）,射手座,本科,汉族,165cm,与父母同住,158277493,25-28岁之间,本科,不限,155-160厘米 *,浙江绍兴,未婚,不限,有照片,绍兴,未婚,高级会员,懒懒的兔斯基,2000～5000元,龙,58公斤
85,32岁,O型,已经购车,天蝎座,本科,汉族,175cm,已购住房,18893273,18-26岁之间,高中中专及以下或以上,不限,155-170厘米,浙江绍兴,离异,不限,有照片,绍兴,未婚,高级会员,颩雨兲ふ,50000元以上,鼠,68公斤
86,28岁,A型,暂未购车,魔羯座,本科,汉族,174cm,已购住房,23453514,25-30岁之间,本科或以上,不限,160-166厘米,浙江绍兴,未婚,不限,有照片,绍兴,未婚,高级会员,无与伦比jay,5000～10000元,龙,--
87,31岁,A型,已购车（经济型）,白羊座,大专,汉族,178cm,已购房（无贷款）,161143544,26-32岁之间,大专,不限,160-175厘米,浙江,不限,星级会员,有照片,绍兴,"离异,有小孩归自己",高级会员,腾风,5000～10000元,虎,67公斤
88,30岁,B型,已购车（中档型）,巨蟹座,本科,汉族,179cm,已购房（有贷款）,12825318,20-30岁之间,不限,不限,160-175厘米 *,浙江绍兴,未婚,不限,有照片,绍兴,未婚,普通会员,奇怪的发呆哥,10000～20000元,兔,78公斤
89,29岁,O型,暂未购车,魔羯座,本科,汉族,170cm,暂未购房,16974965,23-29岁之间,大专,不限,160-170厘米,"浙江,山西,陕西",未婚、离异,不限,有照片,绍兴,未婚,高级会员,航,5000～10000元,兔,60公斤
90,25岁,--,已购车（经济型）,魔羯座,大专,汉族,172cm,与父母同住,153794134,21-25岁之间,不限,不限,155-170厘米,浙江绍兴,未婚,不限,有照片,绍兴,未婚,普通会员,粗人,5000～10000元,羊,--
91,31岁,B型,已购车（经济型）,天秤座,本科,汉族,185cm,暂未购房,152125965,23-31岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,未婚,普通会员,M@J,2000～5000元,虎,--
92,28岁,B型,--,巨蟹座,本科,汉族,174cm,--,168087857,18-26岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,未婚,高级会员,寿鑫,20000～50000元,蛇,60公斤
93,25岁,--,暂未购车,金牛座,大专,--,177cm,与父母同住,151882841,22-29岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,未婚,高级会员,兵哥,5000～10000元,猴,70公斤
94,28岁,其它,暂未购车,处女座,本科,汉族,170cm,已购房（无贷款）,163253564,26岁,不限,不限,155-170厘米,浙江,未婚,不限,不限,绍兴,未婚,高级会员,天真一族,5000～10000元,蛇,65公斤
95,31岁,其它,已购车（经济型）,白羊座,大专,汉族,167cm,与父母同住,22446199,22-33岁之间,不限,不限,157-166厘米,浙江,未婚,不限,有照片,绍兴,未婚,高级会员,峰,2000～5000元,虎,50公斤
96,31岁,--,暂未购车,双子座,本科,汉族,172cm,暂未购房,88230231,18-30岁之间,大专,不限,155-172厘米,浙江绍兴,未婚,不限,有照片,绍兴,未婚,普通会员,淘淘,5000～10000元,虎,65公斤
97,23岁,保密,暂未购车,射手座,高中中专及以下,回族,175cm,与父母同住,148992251,18-24岁之间,不限,不限,155-170厘米,河南南阳,不限,不限,不限,绍兴,未婚,普通会员,不懂爱,--,鸡,60公斤
98,29岁,A型,已购车（经济型）,双子座,本科,汉族,175cm,已购房（有贷款）,150768988,23-27岁之间 *,大专或以上 *,不限,150-170厘米,浙江,未婚 *,不限,有照片,绍兴,未婚,高级会员,胜过彩虹的美丽,5000～10000元,龙,67公斤
99,26岁,其它,暂未购车,天蝎座,本科,汉族,170cm,与父母同住,146616353,25-27岁之间,本科或以上,不限,155-170厘米,浙江绍兴,未婚,不限,不限,绍兴,未婚,普通会员,骏森,5000～10000元,马,70公斤
100,28岁,保密,暂未购车,射手座,大专,汉族,165cm,与父母同住,83543563,23-28岁之间,不限,不限,155-160厘米,浙江,未婚,不限,有照片,绍兴,未婚,高级会员,紫罗兰,2000～5000元,龙,112公斤
101,25岁,A型,已购车（经济型）,双鱼座,本科,汉族,170cm,与父母同住,76044663,18-27岁之间,不限,不限,155-175厘米,浙江,未婚,不限,有照片,绍兴,未婚,普通会员,未来只为你,2000～5000元,猴,52公斤
102,28岁,--,暂未购车,巨蟹座,高中中专及以下,汉族,172cm,与父母同住,87170701,20-30岁之间,不限,不限,158-170厘米 *,浙江,未婚,不限,有照片,绍兴,未婚,普通会员,陶佳林,5000～10000元,蛇,110公斤
103,27岁,其它,暂未购车,水瓶座,本科,汉族,172cm,暂未购房,85348799,22-28岁之间,大专,不限,158-165厘米 *,"浙江衢州,浙江绍兴,浙江宁波,浙江杭州",未婚,不限,有照片,绍兴,未婚,普通会员,随风&amp;amp;飘落,5000～10000元,马,60公斤
104,29岁,B型,已经购车,魔羯座,高中中专及以下,汉族,171cm,独自租房,126341647,28-30岁之间,不限,不限,150-180厘米,河南南阳,不限,不限,不限,绍兴,未婚,普通会员,缘来是你,5000～10000元,兔,60公斤
105,27岁,O型,已购车（经济型）,巨蟹座,本科,汉族,175cm,已购住房,69731497,22-26岁之间,不限,不限,155-165厘米 *,浙江,未婚,不限,有照片,绍兴,未婚,普通会员,1世,5000～10000元,马,130公斤
106,30岁,B型,已经购车,天秤座,本科,汉族,178cm,已购住房,103536868,22-27岁之间,大专,不限,160-175厘米,浙江,未婚,不限,有照片,绍兴,未婚,普通会员,暖冬,2000～5000元,兔,78公斤
107,25岁,--,暂未购车,射手座,高中中专及以下,汉族,165cm,已购住房,116005552,20-26岁之间,高中中专及以下,不限,155-175厘米 *,浙江绍兴,未婚 *,不限,有照片,绍兴,未婚,高级会员,两逗比,2000～5000元,羊,--
108,24岁,--,--,魔羯座,大专,汉族,168cm,与父母同住,133435127,20-25岁之间,不限,不限,155-166厘米,浙江绍兴,不限,不限,有照片,绍兴,未婚,高级会员,风缘,2000～5000元,猴,168公斤
109,29岁,AB型,已经购车,魔羯座,本科,汉族,175cm,已购住房,136415584,20-28岁之间,不限,不限,155-170厘米,浙江,未婚,不限,有照片,绍兴,未婚,普通会员,黄仨金,5000～10000元,兔,55公斤
110,31岁,O型,已经购车,白羊座,硕士,汉族,175cm,已购住房,127169302,18-29岁之间,不限,不限,155-170厘米,不限,未婚、离异,不限,有照片,绍兴,"离异,无小孩",高级会员,西门吹雪,20000～50000元,虎,65公斤
111,27岁,O型,已购车（豪华型）,天秤座,本科,汉族,174cm,已购房（无贷款）,90486303,18-26岁之间,不限,不限,155-170厘米,浙江绍兴,未婚,不限,有照片,绍兴,未婚,普通会员,巴拉巴拉巴拉,20000～50000元,马,74公斤
112,32岁,--,已经购车,巨蟹座,大专,--,163cm,已购住房,71644824,22-30岁之间,大专,不限,158-168厘米,浙江,未婚,不限,有照片,绍兴,未婚,普通会员,王者未归来,2000～5000元,牛,--
113,30岁,AB型,需要时购置,双鱼座,本科,汉族,170cm,已购房（无贷款）,139637069,21-29岁之间,不限,不限,155-170厘米,浙江绍兴,不限,不限,不限,绍兴,未婚,普通会员,海之心,10000～20000元,兔,68公斤
114,29岁,B型,已经购车,射手座,本科,汉族,182cm,已购住房,70097177,20-25岁之间,不限,不限,155-175厘米,不限,未婚,不限,有照片,绍兴,未婚,高级会员,江湖人称小白龙,10000～20000元,兔,--
115,26岁,A型,暂未购车,狮子座,高中中专及以下,汉族,162cm,暂未购房,143175979,18-25岁之间,不限,不限,155-170厘米,湖北荆州,不限,不限,不限,绍兴,未婚,普通会员,忘了丶夜的黑,5000～10000元,羊,--
116,27岁,A型,已购车（中档型）,魔羯座,本科,汉族,178cm,已购住房,98918675,24-30岁之间,大专或以上,不限,155-175厘米,浙江绍兴,未婚,不限,有照片,绍兴,未婚,普通会员,潇天放,5000～10000元,蛇,75公斤
117,22岁,其它,暂未购车,白羊座,高中中专及以下,汉族,180cm,暂未购房,95414889,18-23岁之间,不限,不限,165-175厘米,浙江,不限,不限,有照片,绍兴,未婚,普通会员,我想心安,2000元以下,猪,--
118,28岁,--,--,魔羯座,大专,--,174cm,--,65246364,24-28岁之间,不限,不限,155-175厘米,浙江绍兴,未婚,不限,不限,绍兴,未婚,普通会员,snow,5000～10000元,龙,--
