,age,blood,car,constellation,education,ethnic,height,house,id,js_age,js_education,js_ethnic,js_height,js_location,js_marriaged,js_member,js_photo,location,marriaged,membership,nickname,salary,shengxiao,weight
45,28岁,AB型,已购车（经济型）,水瓶座,本科,汉族,174cm,已购房（有贷款）,144963658,18-30岁之间,不限,不限,150-177厘米,浙江衢州,不限,不限,不限,衢州,未婚,高级会员,SKIP TO MY LOU,5000～10000元,蛇,--
46,38岁,--,--,魔羯座,本科,汉族,170cm,住单位房,125887990,30-36岁之间,大专或以上,不限,158-170厘米,浙江,未婚,不限,不限,衢州,未婚,普通会员,深邃的天空,2000～5000元,马,55公斤
47,37岁,--,--,魔羯座,本科,--,170cm,--,130680558,28-36岁之间,不限,不限,155-170厘米,浙江衢州,不限,不限,不限,衢州,离异,高级会员,佳缘会员,2000～5000元,羊,--
48,50岁,O型,--,双鱼座,大专,汉族,175cm,--,137456684,41-52岁之间,不限,不限,158-170厘米,浙江衢州,不限,不限,不限,衢州,离异,普通会员,博缘,2000～5000元,羊,70公斤
49,54岁,保密,已购车（中档型）,处女座,高中中专及以下,汉族,170cm,已购房（无贷款）,112118669,46-53岁之间,不限,不限,155-170厘米,浙江衢州,不限,不限,不限,衢州,离异,高级会员,er,10000～20000元,兔,--
50,45岁,O型,暂未购车,处女座,高中中专及以下,汉族,176cm,暂未购房,108219382,35-45岁之间,不限,不限,155-170厘米,浙江,不限,不限,不限,衢州,未婚,高级会员,才才,5000～10000元,鼠,--
51,51岁,O型,已经购车,狮子座,高中中专及以下,汉族,172cm,已购房（无贷款）,111597094,36-49岁之间,不限,不限,155-170厘米,浙江,不限,不限,不限,衢州,离异,普通会员,白云,10000～20000元,马,--
52,35岁,A型,已购车（经济型）,天蝎座,大专,汉族,170cm,已购住房,112522902,25-36岁之间,不限,不限,150厘米或以上,不限,不限,不限,有照片,衢州,未婚,普通会员,一页书,2000～5000元,鸡,70公斤
53,27岁,O型,--,狮子座,大专,汉族,175cm,--,120288382,18-25岁之间,不限,不限,155-170厘米,浙江衢州,不限,不限,不限,衢州,未婚,高级会员,十年...,--,马,56公斤
54,62岁,其它,已购车（经济型）,白羊座,高中中专及以下,汉族,170cm,已购房（无贷款）,112895553,51-60岁之间,不限,不限,155-170厘米,浙江,不限,不限,有照片,衢州,"离异,有小孩归对方",普通会员,牵手,5000～10000元,羊,55公斤
55,36岁,A型,需要时购置,白羊座,大专,汉族,167cm,与父母同住,113874521,24-34岁之间,高中中专及以下,不限,155-175厘米,浙江衢州,未婚、离异,不限,有照片,衢州,未婚,高级会员,聆听世界,5000～10000元,鸡,65公斤
56,27岁,O型,暂未购车,狮子座,高中中专及以下,汉族,166cm,暂未购房,116454708,23-27岁之间,不限,不限,160-165厘米 *,不限,未婚,星级会员,有照片,衢州,未婚,普通会员,寻个真爱,5000～10000元,马,70公斤
57,46岁,O型,--,双鱼座,本科,汉族,165cm,已购房（无贷款）,112730462,36-44岁之间,不限,不限,150-163厘米,浙江,不限,不限,有照片,衢州,"离异,有小孩归对方",普通会员,胡晓军,5000～10000元,猪,--
58,49岁,B型,暂未购车,处女座,高中中专及以下,汉族,170cm,已购住房,118414635,30-47岁之间,高中中专及以下或以上,不限,155-165厘米,浙江,不限,不限,有照片,衢州,"离异,有小孩归对方",普通会员,佳缘会员,5000～10000元,猴,--
59,54岁,A型,已经购车,天秤座,大专,汉族,171cm,--,110055101,45-51岁之间,大专,不限,152-163厘米,不限,不限,不限,有照片,衢州,离异,高级会员,厚德,2000元以下,虎,63公斤
60,31岁,其它,暂未购车,水瓶座,大专,汉族,165cm,需要时购置,122725009,25-35岁之间,不限,不限,155-170厘米,浙江,不限,不限,不限,衢州,未婚,高级会员,笑笑,2000～5000元,牛,50公斤
61,34岁,B型,暂未购车,水瓶座,高中中专及以下,汉族,170cm,已购房（有贷款）,110332963,26-36岁之间,不限,不限,156-168厘米,浙江,不限,星级会员,有照片,衢州,"离异,有小孩归自己",普通会员,简单快乐,5000～10000元,狗,75公斤
62,45岁,A型,已经购车,双鱼座,高中中专及以下,汉族,168cm,住单位房,109338323,30-45岁之间,不限,不限,155-159厘米,不限,不限,不限,不限,衢州,"离异,无小孩",普通会员,希希,5000～10000元,鼠,68公斤
63,24岁,保密,已购车（经济型）,处女座,本科,汉族,175cm,需要时购置,119047038,20-26岁之间,高中中专及以下,不限,不限,浙江,未婚、丧偶,不限,有照片,衢州,未婚,高级会员,紫夜悠風,2000～5000元,鸡,--
64,31岁,--,暂未购车,处女座,高中中专及以下,汉族,175cm,已购房（无贷款）,120323985,21-29岁之间,不限,不限,150-170厘米,不限,未婚,不限,有照片,衢州,未婚,高级会员,一天四顿,2000～5000元,虎,68公斤
65,37岁,--,--,双子座,本科,--,171cm,--,116099138,24-35岁之间,不限,不限,161-170厘米,浙江衢州,不限,不限,有照片,衢州,离异,普通会员,大林,5000～10000元,猴,--
66,43岁,O型,已经购车,天秤座,本科,汉族,170cm,已购住房,119816784,32-40岁之间,不限,不限,158-170厘米,浙江衢州,未婚、离异,不限,不限,衢州,"离异,有小孩归自己",普通会员,牧云,5000～10000元,虎,--
67,43岁,A型,暂未购车,巨蟹座,大专,汉族,167cm,已购房（有贷款）,117480085,32-42岁之间,不限,不限,155-168厘米,浙江,未婚、离异,不限,有照片,衢州,"离异,有小孩归自己",高级会员,梦江南,5000～10000元,虎,55公斤
68,33岁,B型,已购车（经济型）,巨蟹座,本科,汉族,170cm,已购住房,121510917,22-30岁之间,不限,不限,155-175厘米,浙江衢州,不限,不限,有照片,衢州,"离异,无小孩",高级会员,起凡的风,5000～10000元,鼠,55公斤
69,27岁,O型,暂未购车,天蝎座,大专,彝族,170cm,暂未购房,110368782,22-27岁之间,不限,不限,155-167厘米 *,浙江衢州,未婚,不限,有照片,衢州,未婚,普通会员,小wang,2000元以下,蛇,90公斤
70,25岁,O型,已购车（经济型）,狮子座,大专,汉族,177cm,暂未购房,115664240,20-26岁之间,大专,不限,160-170厘米,浙江衢州,未婚,不限,有照片,衢州,未婚,高级会员,花开富贵,2000～5000元,猴,73公斤
71,34岁,O型,暂未购车,狮子座,大专,汉族,180cm,与父母同住,108314666,24-32岁之间,不限,不限,155-170厘米,浙江衢州,未婚、离异,不限,不限,衢州,未婚,高级会员,劒,2000～5000元,猪,90公斤
72,37岁,O型,--,水瓶座,本科,汉族,171cm,与父母同住,112978602,27-35岁之间,不限,不限,155-170厘米,浙江衢州,不限,不限,不限,衢州,"离异,有小孩归对方",高级会员,阿峰,5000～10000元,猴,--
73,36岁,A型,已购车（中档型）,天秤座,博士,汉族,181cm,已购房（有贷款）,100425787,25-35岁之间,本科,不限,160-170厘米,浙江衢州,未婚,不限,有照片,衢州,未婚,普通会员,古月,5000～10000元,猴,70公斤
74,27岁,--,已购车（经济型）,天秤座,大专,汉族,179cm,暂未购房,103531631,18-32岁之间,不限,不限,155-175厘米,不限,不限,不限,有照片,衢州,未婚,高级会员,HEKO,5000～10000元,马,--
75,41岁,O型,需要时购置,水瓶座,本科,汉族,170cm,已购住房,100493365,25-43岁之间,不限,不限,155-172厘米,浙江,不限,不限,有照片,衢州,"离异,有小孩归对方",高级会员,雄风再起,10000～20000元,龙,68公斤
76,44岁,O型,已经购车,白羊座,高中中专及以下,汉族,173cm,已购住房,98483151,33-43岁之间,不限,不限,155-170厘米,浙江,不限,不限,有照片,衢州,"离异,有小孩归自己",普通会员,缘来是你,5000～10000元,牛,70公斤
77,36岁,A型,已购车（经济型）,天蝎座,大专,汉族,170cm,已购房（有贷款）,91904286,27-35岁之间,大专或以上,不限,157-165厘米,浙江衢州,未婚、离异,不限,有照片,衢州,未婚,高级会员,123,5000～10000元,猴,--
78,29岁,保密,已购车（经济型）,天秤座,大专,汉族,178cm,与父母同住,101665409,23-27岁之间,不限,不限,158-175厘米,浙江衢州,未婚,不限,有照片,衢州,未婚,普通会员,紫墨,2000～5000元,龙,63公斤
79,40岁,A型,已购车（经济型）,魔羯座,大专,汉族,176cm,已购住房,98714163,28-42岁之间,高中中专及以下,不限,156-178厘米,浙江,不限,不限,不限,衢州,"离异,有小孩归自己",普通会员,带发修行,5000～10000元,龙,--
80,41岁,B型,暂未购车,处女座,大专,汉族,170cm,已购住房,94200361,30-36岁之间,不限,不限,155-165厘米,不限,未婚,不限,不限,衢州,未婚,普通会员,广寒宫,2000～5000元,龙,60公斤
81,41岁,其它,暂未购车,水瓶座,高中中专及以下,汉族,172cm,已购住房,103758072,34-40岁之间,不限,不限,160-170厘米,浙江,不限,不限,有照片,衢州,"离异,有小孩归自己",普通会员,佳缘会员,2000～5000元,兔,--
82,34岁,O型,已购车（经济型）,双鱼座,大专,汉族,173cm,需要时购置,88346367,26-40岁之间,大专或以上,不限,158-173厘米,"浙江衢州,浙江金华",不限,不限,有照片,衢州,未婚,普通会员,fenglangzi,10000～20000元,猪,63公斤
83,33岁,--,需要时购置,双鱼座,大专,汉族,172cm,住单位房,93306267,20-30岁之间,不限,不限,155-168厘米,"浙江衢州,湖南",未婚,不限,有照片,衢州,未婚,高级会员,情是那么笨,10000～20000元,鼠,68公斤
84,58岁,--,已经购车,巨蟹座,大专,汉族,178cm,已购住房,96342507,42-48岁之间,不限,不限,158-175厘米,浙江衢州,不限,不限,有照片,衢州,"离异,有小孩归对方",高级会员,徐大海,5000～10000元,猪,75公斤
85,28岁,O型,已经购车,天秤座,大专,汉族,168cm,已购房（有贷款）,105002396,22-27岁之间,高中中专及以下,不限,155-165厘米,"江西,浙江",不限,不限,不限,衢州,未婚,高级会员,王八看绿豆,10000～20000元,蛇,60公斤
86,30岁,--,已购车（经济型）,巨蟹座,大专,汉族,176cm,需要时购置,105087971,25-30岁之间,不限,不限,155-170厘米,浙江衢州,未婚,不限,不限,衢州,未婚,高级会员,吴舟,5000～10000元,兔,70公斤
87,56岁,--,--,双子座,高中中专及以下,汉族,165cm,已购房（无贷款）,88378503,38-55岁之间,不限,不限,150-170厘米,浙江,不限,不限,有照片,衢州,"离异,无小孩",高级会员,齐子,5000～10000元,牛,--
88,40岁,O型,已经购车,巨蟹座,本科,汉族,175cm,已购住房,93764296,27-38岁之间,不限,不限,130-177厘米,浙江衢州,不限,不限,不限,衢州,"离异,无小孩",普通会员,寻缘,5000～10000元,蛇,75公斤
89,42岁,O型,--,白羊座,本科,汉族,178cm,--,89063837,36-40岁之间,不限,不限,160-175厘米,浙江衢州,不限,不限,有照片,衢州,"离异,有小孩归对方",普通会员,啊敬,2000～5000元,兔,--
90,44岁,AB型,已经购车,狮子座,本科,汉族,170cm,已购住房,100792758,35-45岁之间,不限,不限,151-170厘米,浙江衢州,不限,不限,有照片,衢州,"离异,有小孩归自己",高级会员,风雨有情,10000～20000元,牛,80公斤
91,43岁,A型,需要时购置,天秤座,高中中专及以下,汉族,173cm,已购住房,104846022,34-43岁之间,高中中专及以下或以上,汉族,155-169厘米,浙江衢州,离异、丧偶,星级会员,有照片,衢州,"离异,有小孩归对方",普通会员,外滩十八号,5000～10000元,牛,67公斤
92,30岁,B型,暂未购车,双子座,大专,汉族,181cm,已购房（有贷款）,92778674,22-33岁之间,不限,不限,150-175厘米 *,浙江衢州,未婚,不限,有照片,衢州,未婚,高级会员,小刀,5000～10000元,兔,75公斤
93,26岁,B型,--,射手座,大专,汉族,176cm,--,104558946,23-26岁之间,不限,不限,155-170厘米,浙江衢州,未婚,不限,不限,衢州,未婚,普通会员,月半,2000～5000元,马,--
94,40岁,--,--,魔羯座,高中中专及以下,汉族,172cm,--,97098464,40-54岁之间,不限,不限,155-162厘米,浙江衢州,离异,不限,不限,衢州,"离异,有小孩归自己",普通会员,桥,2000～5000元,龙,--
95,64岁,--,--,双鱼座,高中中专及以下,--,176cm,--,106680154,53岁或以上,不限,不限,155-175厘米,"浙江衢州,江西上饶,安徽黄山,江西景德镇",不限,不限,有照片,衢州,丧偶,普通会员,黑人,2000～5000元,蛇,--
96,53岁,O型,已购车（经济型）,金牛座,本科,汉族,180cm,已购住房,85786573,37-47岁之间,不限,不限,150-180厘米,浙江,离异、丧偶,不限,有照片,衢州,"离异,有小孩归对方",高级会员,寂寞先生,5000～10000元,龙,85公斤
97,42岁,A型,暂未购车,双鱼座,高中中专及以下,汉族,170cm,暂未购房,84977447,32-40岁之间,不限,不限,158-165厘米,不限,不限,不限,有照片,衢州,"离异,有小孩归对方",普通会员,烟灰,5000～10000元,兔,66公斤
98,30岁,--,已经购车,双鱼座,大专,汉族,178cm,暂未购房,64945453,20-32岁之间,不限,不限,160-175厘米,浙江,未婚、离异,不限,有照片,衢州,未婚,高级会员,何以解忧,10000～20000元,兔,--
99,33岁,O型,--,魔羯座,高中中专及以下,汉族,170cm,与父母同住,74601663,23-28岁之间,不限,不限,160-165厘米,浙江衢州,未婚,不限,有照片,衢州,未婚,普通会员,你我的未来,2000～5000元,猪,--
100,32岁,B型,需要时购置,巨蟹座,本科,汉族,165cm,需要时购置,78121432,23-32岁之间,不限,不限,不限,"浙江,广西",未婚,不限,有照片,衢州,未婚,普通会员,梦回故里,5000～10000元,牛,55公斤
101,46岁,AB型,--,双子座,高中中专及以下,汉族,170cm,与父母同住,73949705,35-44岁之间,不限,不限,155-170厘米,浙江,离异、丧偶,不限,有照片,衢州,"离异,有小孩归自己",普通会员,一生平安,2000～5000元,猪,68公斤
102,32岁,--,暂未购车,天秤座,高中中专及以下,汉族,165cm,已购房（有贷款）,69929933,23-28岁之间,高中中专及以下,不限,150-160厘米,辽宁沈阳,未婚,不限,有照片,衢州,未婚,普通会员,鉐 鉐 鉐 鉐,2000～5000元,鼠,60公斤
103,38岁,O型,已购车（经济型）,处女座,本科,汉族,163cm,暂未购房,60353918,28-36岁之间,大专或以上,不限,150-165厘米,不限,不限,不限,有照片,衢州,未婚,高级会员,去年的风,2000～5000元,羊,60公斤
104,41岁,--,暂未购车,射手座,高中中专及以下,--,170cm,与父母同住,77488551,32-35岁之间,不限,不限,155-165厘米,浙江衢州,不限,星级会员,有照片,衢州,"离异,有小孩归自己",高级会员,cb75,2000～5000元,兔,--
105,35岁,--,需要时购置,天秤座,高中中专及以下,汉族,170cm,与父母同住,68728209,25-40岁之间,不限,不限,155-170厘米,"浙江,福建",不限,不限,不限,衢州,离异,普通会员,天地一沙鸥,5000～10000元,狗,65公斤
106,32岁,O型,暂未购车,天蝎座,高中中专及以下,汉族,170cm,已购住房,68400545,20-32岁之间,不限,不限,155-170厘米,浙江衢州,未婚,不限,有照片,衢州,未婚,普通会员,真爱你的俊,10000～20000元,鼠,75公斤
107,44岁,--,--,魔羯座,大专,--,170cm,--,81874426,30-45岁之间,不限,不限,155-175厘米,浙江衢州,不限,不限,有照片,衢州,未婚,普通会员,财哥,5000～10000元,鼠,--
108,59岁,--,已购车（经济型）,巨蟹座,本科,--,160cm,已购房（无贷款）,73046153,40-50岁之间,不限,不限,155-160厘米,浙江衢州,不限,不限,有照片,衢州,离异,普通会员,江山,5000～10000元,狗,115公斤
109,45岁,A型,已购车（经济型）,水瓶座,本科,汉族,173cm,已购房（无贷款）,73211350,28-40岁之间,不限,不限,155-175厘米,浙江衢州,不限,不限,有照片,衢州,"离异,有小孩归自己",普通会员,天意,2000～5000元,猪,--
110,31岁,--,--,狮子座,本科,--,186cm,--,69098558,18-33岁之间,本科,不限,161-175厘米,浙江衢州,不限,不限,不限,衢州,离异,高级会员,峰,5000～10000元,虎,--
111,35岁,A型,暂未购车,天蝎座,高中中专及以下,汉族,175cm,暂未购房,70434408,25-33岁之间,不限,不限,150厘米或以上,不限,未婚,不限,有照片,衢州,未婚,普通会员,白开水,5000～10000元,鸡,--
112,42岁,--,--,魔羯座,高中中专及以下,--,176cm,--,63790237,20-50岁之间,不限,不限,130-260厘米,不限,不限,不限,不限,衢州,离异,普通会员,自行车,2000～5000元,虎,75公斤
113,41岁,--,暂未购车,魔羯座,高中中专及以下,--,170cm,住单位房,82643548,35-45岁之间,不限,不限,155厘米或以上,不限,不限,不限,不限,衢州,离异,普通会员,寻觅,5000～10000元,兔,--
114,49岁,O型,需要时购置,天秤座,本科,汉族,173cm,需要时购置,85293211,40-55岁之间,不限,不限,155-170厘米,浙江,不限,不限,有照片,衢州,"离异,有小孩归对方",高级会员,孤单的爱,5000～10000元,羊,66公斤
115,27岁,O型,暂未购车,巨蟹座,高中中专及以下,汉族,170cm,独自租房,85299844,18-28岁之间,高中中专及以下,不限,155-170厘米 *,"浙江,安徽,江西,福建",未婚 *,不限,有照片,衢州,未婚,普通会员,风中的麒麟,2000～5000元,马,64公斤
116,34岁,O型,已经购车,金牛座,本科,汉族,179cm,已购住房,83252631,20-35岁之间,不限,不限,158-170厘米,浙江,不限,不限,有照片,衢州,未婚,高级会员,空城寂,20000～50000元,猪,73公斤
117,39岁,--,--,射手座,高中中专及以下,--,168cm,已购房（有贷款）,84441073,34-44岁之间,不限,不限,158-170厘米,不限,不限,不限,不限,衢州,"离异,有小孩归自己",普通会员,有你才是完美,5000～10000元,蛇,--
