,age,blood,car,constellation,education,ethnic,height,house,id,js_age,js_education,js_ethnic,js_height,js_location,js_marriaged,js_member,js_photo,location,marriaged,membership,nickname,salary,shengxiao,weight
10,46岁,--,--,天秤座,高中中专及以下,--,161cm,--,161336208,44-53岁之间,高中中专及以下或以上,不限,173-184厘米,浙江舟山,不限,不限,有照片,舟山,离异,普通会员,虎耳草微笑的在缅甸,2000～5000元,狗,--
11,46岁,--,--,双子座,高中中专及以下,--,160cm,--,133343541,35-45岁之间,不限,不限,170-178厘米,浙江,不限,星级会员,有照片,舟山,"离异,有小孩归自己",普通会员,姗姗来迟,5000～10000元,猪,--
12,38岁,--,--,水瓶座,高中中专及以下,--,163cm,--,156236774,40-51岁之间,高中中专及以下,不限,170-178厘米,不限,离异 *,不限,有照片,舟山,"离异,有小孩归自己",普通会员,盍语彤,2000元以下,羊,50公斤
13,38岁,--,--,处女座,高中中专及以下,--,156cm,--,154426424,37-48岁之间,不限,不限,168-178厘米,浙江舟山,不限,不限,有照片,舟山,离异,普通会员,菲芸,2000～5000元,羊,--
14,19岁,A型,暂未购车,处女座,高中中专及以下,汉族,163cm,住单位房,160808600,18-21岁之间,不限,不限,168-175厘米 *,浙江,未婚,不限,有照片,舟山,未婚,普通会员,柒,2000～5000元,虎,65公斤
15,45岁,O型,已购车（中档型）,天蝎座,高中中专及以下,--,155cm,已购住房,145919636,45-50岁之间,高中中专及以下,不限,173-184厘米,浙江,离异、丧偶 *,不限,有照片,舟山,"离异,有小孩归对方",普通会员,真爱难求,2000元以下,猪,--
16,48岁,--,--,魔羯座,高中中专及以下,--,160cm,--,162445684,48-58岁之间,不限,不限,165-185厘米,浙江,未婚,不限,有照片,舟山,离异,普通会员,橘子,2000～5000元,猴,--
17,32岁,--,--,魔羯座,本科,--,161cm,--,150699308,31-41岁之间,不限,不限,166-186厘米,浙江,未婚,不限,有照片,舟山,离异,普通会员,兰兰,2000～5000元,鼠,--
18,24岁,B型,--,巨蟹座,大专,汉族,163cm,--,165192632,21-30岁之间,大专,不限,173-184厘米,吉林长春,不限,不限,有照片,舟山,未婚,普通会员,梦露冲动的在华清池,2000～5000元,鸡,50公斤
19,54岁,B型,--,魔羯座,高中中专及以下,汉族,161cm,已购房（无贷款）,165997913,54-85岁之间,不限,不限,161-170厘米,不限,不限,不限,有照片,舟山,离异,高级会员,小碧,2000～5000元,虎,63公斤
20,40岁,--,暂未购车,射手座,本科,汉族,160cm,已购房（有贷款）,153425490,40-50岁之间,不限,不限,165-185厘米,浙江舟山,不限,不限,有照片,舟山,"离异,有小孩归自己",高级会员,雪滋味,5000～10000元,龙,51公斤
21,46岁,--,--,天蝎座,高中中专及以下,--,165cm,--,158693711,43-52岁之间,高中中专及以下或以上,不限,173-184厘米,浙江舟山,不限,不限,有照片,舟山,离异,普通会员,金,5000～10000元,狗,--
22,34岁,A型,--,魔羯座,本科,--,158cm,--,132160742,32-40岁之间,不限,不限,170-178厘米,浙江舟山,不限,不限,不限,舟山,离异,普通会员,蓉蓉,2000～5000元,狗,--
23,50岁,--,--,射手座,高中中专及以下,--,164cm,--,165022262,48-57岁之间,高中中专及以下或以上,不限,173-184厘米,浙江舟山,不限,不限,有照片,舟山,离异,普通会员,凡松温和的在高中,2000元以下,马,--
24,24岁,--,--,双子座,本科,--,168cm,--,168150906,21-30岁之间,本科或以上,不限,173-184厘米,浙江嘉兴,不限,不限,有照片,嘉兴,未婚,普通会员,遥远,5000～10000元,鸡,--
25,22岁,--,暂未购车,双子座,大专,--,169cm,住单位房,167140582,22-30岁之间,不限,不限,173厘米或以上,不限,不限,不限,不限,金华,未婚,高级会员,米老鼠温柔的在加拿大,2000～5000元,猪,--
26,18岁,--,--,金牛座,高中中专及以下,--,156cm,--,168376367,18-27岁之间,高中中专及以下或以上,不限,173-184厘米,浙江宁波,不限,不限,有照片,宁波,离异,普通会员,在东帝汶顺服的夜柳,5000～10000元,兔,--
27,21岁,B型,已经购车,金牛座,高中中专及以下,汉族,159cm,与人合租,168215516,20-28岁之间,不限,不限,159-184厘米,浙江杭州,不限,不限,不限,杭州,未婚,高级会员,民乐猫麦洁,10000～20000元,鼠,--
28,27岁,--,--,处女座,本科,汉族,156cm,住单位房,123395151,24-32岁之间,不限,不限,170-181厘米,湖南,未婚,星级会员,有照片,台州,未婚,高级会员,宁一,2000～5000元,蛇,43公斤
29,23岁,--,--,天蝎座,大专,--,170cm,--,168115226,23-33岁之间,不限,不限,175-195厘米,浙江,未婚,不限,有照片,舟山,未婚,普通会员,甚临滕渊,5000～10000元,鸡,--
30,49岁,--,--,水瓶座,高中中专及以下,汉族,161cm,--,114562988,45-53岁之间,不限,不限,161-186厘米,浙江舟山,不限,不限,有照片,舟山,离异,普通会员,随缘,2000元以下,猴,--
31,42岁,其它,暂未购车,魔羯座,高中中专及以下,汉族,158cm,暂未购房,152143738,41-51岁之间,不限,不限,163-183厘米,浙江,未婚,不限,有照片,舟山,"丧偶,有小孩归自己",普通会员,诚实,2000～5000元,虎,--
32,29岁,A型,暂未购车,魔羯座,高中中专及以下,汉族,160cm,与父母同住,74937289,27-34岁之间,大专,不限,170-180厘米,浙江,未婚,不限,有照片,舟山,未婚,普通会员,阿波,2000～5000元,兔,70公斤
33,19岁,--,--,魔羯座,本科,--,158cm,--,167086596,18-27岁之间,本科,不限,173-184厘米,不限,不限,不限,有照片,舟山,未婚,普通会员,带渔夫帽的辛普森,2000～5000元,牛,--
34,29岁,--,--,狮子座,高中中专及以下,--,160cm,--,166967127,30-40岁之间,不限,不限,160-185厘米,浙江舟山,不限,不限,不限,舟山,离异,普通会员,自由女神,5000～10000元,龙,50公斤
35,30岁,A型,已购车（中档型）,魔羯座,大专,汉族,160cm,已购房（无贷款）,165323791,30-40岁之间,不限,不限,170-185厘米,不限,不限,星级会员,有照片,舟山,未婚,普通会员,虎妞宝宝,5000～10000元,虎,49公斤
36,28岁,--,--,处女座,大专,--,175cm,--,168291516,19-31岁之间,大专或以上,不限,158-175厘米,北京,未婚,不限,有照片,舟山,未婚,普通会员,左欣致,5000～10000元,龙,--
37,42岁,B型,暂未购车,双鱼座,大专,汉族,161cm,与父母同住,168090736,42-52岁之间,大专,不限,169-180厘米,浙江,不限,不限,有照片,舟山,"离异,有小孩归对方",普通会员,一叶知秋,5000～10000元,兔,73公斤
38,31岁,A型,--,双鱼座,本科,--,164cm,--,165225028,27-45岁之间,大专,不限,170-189厘米,浙江舟山,不限,星级会员,有照片,舟山,未婚,高级会员,苏珊,5000～10000元,虎,52公斤
39,24岁,O型,暂未购车,双子座,高中中专及以下,汉族,156cm,暂未购房,113198365,27-29岁之间,不限,不限,163-170厘米 *,浙江舟山,未婚,不限,不限,舟山,未婚,普通会员,。夏沫秋凉,2000元以下,鸡,47公斤
40,25岁,--,暂未购车,双子座,本科,汉族,160cm,与父母同住,136067742,25-33岁之间,不限,不限,160-185厘米,浙江舟山,不限,不限,不限,舟山,未婚,普通会员,深海里泡沫,5000～10000元,猴,--
41,47岁,--,暂未购车,金牛座,高中中专及以下,汉族,162cm,已购住房,164000401,44-53岁之间,高中中专及以下或以上,不限,173-184厘米,浙江舟山,不限,不限,有照片,舟山,"离异,有小孩归对方",普通会员,傲娇的寄春在黄石,5000～10000元,狗,56公斤
42,53岁,O型,已购车（经济型）,金牛座,本科,汉族,162cm,已购房（无贷款）,141309151,50-60岁之间,不限,不限,170-180厘米,浙江,离异,不限,有照片,舟山,离异,普通会员,宝润,5000～10000元,龙,52公斤
43,25岁,--,--,狮子座,本科,--,170cm,--,168076919,25-35岁之间,不限,不限,175-195厘米,浙江,未婚,不限,有照片,舟山,未婚,普通会员,雨琴,5000～10000元,猴,--
44,32岁,--,--,狮子座,本科,--,159cm,--,168298910,29-38岁之间,本科或以上,不限,173-184厘米,浙江舟山,不限,不限,有照片,舟山,离异,普通会员,在东京冷静的金银花,5000～10000元,牛,--
45,28岁,--,--,巨蟹座,本科,--,155cm,--,160904630,27-37岁之间,大专,不限,170-175厘米,浙江舟山,不限,不限,有照片,舟山,未婚,高级会员,小汐,2000～5000元,蛇,40公斤
46,25岁,--,--,处女座,大专,--,169cm,--,168078929,25-35岁之间,不限,不限,174-194厘米,浙江,未婚,不限,有照片,舟山,未婚,普通会员,温馨,5000～10000元,羊,--
47,22岁,--,--,狮子座,本科,--,165cm,--,168066188,19-28岁之间,本科或以上,不限,173-184厘米,浙江舟山,不限,不限,有照片,舟山,未婚,普通会员,第五师瑛,10000～20000元,猪,--
48,25岁,--,--,处女座,大专,--,169cm,--,168114048,25-35岁之间,不限,不限,174-194厘米,浙江,未婚,不限,有照片,舟山,未婚,普通会员,為你瘋狂,5000～10000元,羊,--
49,30岁,--,暂未购车,双鱼座,高中中专及以下,汉族,160cm,暂未购房,107269488,30-38岁之间,不限,不限,173-178厘米,浙江,不限,不限,有照片,舟山,"离异,无小孩",高级会员,灵下依℃,2000～5000元,兔,48公斤
50,34岁,--,暂未购车,白羊座,高中中专及以下,--,158cm,暂未购房,121008503,35-45岁之间,大专,不限,170-180厘米,浙江,不限,不限,有照片,舟山,"离异,有小孩归对方",高级会员,女人花,2000～5000元,猪,46公斤
51,25岁,--,--,处女座,大专,--,169cm,--,168107219,25-35岁之间,不限,不限,174-194厘米,浙江,未婚,不限,有照片,舟山,未婚,普通会员,功薄蝉翼,5000～10000元,羊,--
52,27岁,--,暂未购车,射手座,大专,汉族,158cm,与父母同住,167323212,28-35岁之间,大专,不限,170-180厘米,浙江舟山,未婚,不限,有照片,舟山,未婚,普通会员,Rainie,5000～10000元,蛇,45公斤
53,26岁,--,--,天蝎座,本科,--,167cm,--,167706912,26-34岁之间,不限,不限,167-192厘米,浙江宁波,不限,不限,不限,宁波,未婚,普通会员,离别时刻,5000～10000元,马,--
54,27岁,O型,暂未购车,双鱼座,本科,汉族,175cm,暂未购房,46949605,25-35岁之间,本科,不限,180-187厘米,浙江宁波,未婚,不限,有照片,宁波,未婚,高级会员,莫小含,5000～10000元,马,--
55,27岁,--,暂未购车,双鱼座,大专,--,166cm,与父母同住,108231785,24-30岁之间,不限,不限,175-185厘米,浙江宁波,未婚,不限,有照片,宁波,未婚,普通会员,Lucy,2000元以下,马,--
56,45岁,B型,暂未购车,白羊座,高中中专及以下,汉族,168cm,暂未购房,152021165,44-54岁之间,不限,不限,173-193厘米,浙江,未婚,不限,有照片,舟山,"离异,无小孩",普通会员,独行狭,2000～5000元,鼠,--
57,32岁,A型,暂未购车,双鱼座,大专,汉族,165cm,已购住房,119479133,29-39岁之间,不限,不限,170-190厘米,浙江,不限,不限,有照片,舟山,"离异,无小孩",普通会员,Angel,5000～10000元,牛,--
58,46岁,--,--,狮子座,高中中专及以下,--,160cm,已购房（无贷款）,166724716,45-55岁之间,高中中专及以下,不限,173-184厘米,浙江舟山,不限,不限,有照片,舟山,"丧偶,有小孩归自己",普通会员,动人的金琥在巴厘岛,2000～5000元,猪,--
59,37岁,A型,已经购车,天蝎座,大专,汉族,158cm,已购住房,151162410,38-48岁之间,不限,不限,173-180厘米,不限,离异,星级会员,有照片,舟山,"离异,有小孩归自己",普通会员,海的故事,2000～5000元,羊,45公斤
60,37岁,B型,--,巨蟹座,高中中专及以下,汉族,160cm,--,152198154,36-44岁之间,不限,不限,172-180厘米,浙江,离异,不限,有照片,舟山,离异,普通会员,唯一,5000～10000元,猴,52公斤
61,21岁,A型,--,双子座,大专,汉族,159cm,与父母同住,142350406,20-27岁之间,不限,不限,178-185厘米,浙江,未婚,不限,有照片,舟山,未婚,普通会员,婷婷,5000～10000元,鼠,--
62,24岁,B型,--,狮子座,本科,--,163cm,--,165039184,28岁或以上,本科,不限,172厘米或以上,不限,不限,不限,有照片,舟山,未婚,普通会员,谁的等待~恰逢花开,5000～10000元,鸡,52公斤
63,25岁,A型,暂未购车,双子座,本科,其它民族,160cm,与父母同住,158449030,24-29岁之间,本科,不限,175-185厘米 *,浙江,未婚,不限,有照片,舟山,未婚,高级会员,莎如烟,2000～5000元,猴,45公斤
64,32岁,--,--,天秤座,高中中专及以下,--,170cm,--,151974066,31-39岁之间,不限,不限,170-195厘米,浙江舟山,不限,不限,不限,舟山,未婚,普通会员,大白,2000～5000元,鼠,--
65,44岁,--,--,处女座,高中中专及以下,--,160cm,--,165690316,44-54岁之间,不限,不限,165-185厘米,浙江,未婚,不限,有照片,舟山,离异,普通会员,夕颜,2000～5000元,鼠,--
66,34岁,O型,暂未购车,魔羯座,高中中专及以下,汉族,162cm,已购房（有贷款）,158870596,35-48岁之间,不限,不限,162-187厘米,浙江舟山,不限,不限,不限,舟山,"离异,有小孩归自己",普通会员,幽兰,2000～5000元,狗,--
67,27岁,--,--,双鱼座,大专,--,160cm,--,154146152,30-36岁之间,大专,不限,175-180厘米 *,浙江,未婚,不限,有照片,舟山,离异,普通会员,破碎的心,2000元以下,马,49公斤
68,26岁,--,--,天秤座,高中中专及以下,--,155cm,--,165946741,28-35岁之间,高中中专及以下,不限,155-180厘米,浙江,不限,不限,有照片,舟山,"离异,有小孩归对方",普通会员,石柔,2000～5000元,马,--
69,45岁,O型,暂未购车,狮子座,高中中专及以下,汉族,164cm,已购住房,143726740,43-53岁之间,不限,不限,172-183厘米,浙江,离异,星级会员,有照片,舟山,"离异,有小孩归对方",普通会员,蜕变,2000～5000元,鼠,--
70,21岁,--,--,射手座,大专,--,161cm,--,168061129,19-28岁之间,大专或以上,不限,173-184厘米,浙江舟山,不限,不限,有照片,舟山,未婚,普通会员,舒心的迎曼在鄱阳湖,20000～50000元,猪,--
71,56岁,--,--,魔羯座,大专,--,160cm,--,166457202,53-62岁之间,大专,不限,173-184厘米,香港,离异、丧偶,不限,有照片,舟山,离异,普通会员,羞涩的蘑菇在大堡礁,2000～5000元,鼠,--
72,20岁,--,--,双子座,本科,--,165cm,--,168201172,18-27岁之间,本科或以上,不限,173-184厘米,浙江舟山,不限,不限,有照片,舟山,未婚,普通会员,安详的谷云在齐云山,2000～5000元,牛,--
73,25岁,B型,暂未购车,魔羯座,大专,汉族,159cm,与父母同住,157280786,26-31岁之间,不限,不限,173-184厘米 *,浙江舟山,未婚,不限,有照片,舟山,未婚,普通会员,妃子笑,2000～5000元,羊,46公斤
74,46岁,其它,暂未购车,天秤座,高中中专及以下,汉族,160cm,暂未购房,138334109,45-52岁之间,不限,汉族,170-177厘米,浙江舟山,离异、丧偶,星级会员,有照片,舟山,"离异,有小孩归对方",普通会员,静,2000～5000元,狗,--
75,36岁,A型,暂未购车,狮子座,高中中专及以下,汉族,162cm,与人合租,161176027,38-48岁之间,不限,不限,170-185厘米,浙江,离异、丧偶,不限,有照片,舟山,"离异,无小孩",普通会员,丫头,2000～5000元,鸡,58公斤
76,29岁,--,--,双子座,本科,--,168cm,--,147428397,24-33岁之间,本科或以上,不限,173-184厘米,浙江舟山,不限,不限,有照片,舟山,未婚,普通会员,你在哪,5000～10000元,龙,--
77,41岁,O型,暂未购车,巨蟹座,大专,汉族,155cm,暂未购房,150086673,40-50岁之间,不限,不限,170-175厘米,浙江,不限,不限,有照片,舟山,"离异,有小孩归对方",普通会员,云梦清吟,2000～5000元,龙,47公斤
78,28岁,AB型,暂未购车,天蝎座,大专,汉族,168cm,与父母同住,62316707,30-35岁之间,大专,不限,173-177厘米 *,"浙江舟山,浙江宁波",未婚,不限,有照片,舟山,未婚,普通会员,佳缘会员,2000～5000元,龙,58公斤
79,30岁,A型,暂未购车,白羊座,高中中专及以下,汉族,164cm,暂未购房,65054944,28-35岁之间,不限,不限,160-180厘米,浙江舟山,不限,不限,有照片,舟山,"离异,有小孩归对方",普通会员,鱼,2000～5000元,兔,--
80,27岁,A型,--,水瓶座,本科,汉族,161cm,--,131216588,24-32岁之间,不限,不限,161-186厘米,不限,不限,不限,不限,宁波,未婚,普通会员,何以笙箫,2000～5000元,马,46公斤
81,26岁,--,--,巨蟹座,本科,--,160cm,--,158263171,24-32岁之间,本科或以上,不限,175-185厘米,浙江宁波,未婚,不限,不限,宁波,未婚,普通会员,小宁,5000～10000元,羊,44公斤
82,27岁,O型,需要时购置,处女座,本科,汉族,165cm,与父母同住,135866229,25-28岁之间,本科或以上,汉族,174-180厘米,浙江宁波,未婚,星级会员,有照片,宁波,未婚,普通会员,佳缘会员,2000～5000元,马,53公斤
83,20岁,B型,暂未购车,双鱼座,大专,汉族,158cm,暂未购房,167988271,22-28岁之间,本科,不限,163-183厘米 *,浙江,未婚,不限,有照片,舟山,未婚,普通会员,艾柚柚,2000～5000元,牛,50公斤
84,24岁,AB型,--,天秤座,大专,汉族,158cm,--,166506689,24-32岁之间,不限,不限,175-183厘米,浙江舟山,不限,不限,有照片,舟山,未婚,普通会员,真心,10000～20000元,猴,45公斤
85,29岁,--,--,天蝎座,本科,汉族,163cm,暂未购房,154905203,26-35岁之间,本科或以上,不限,173-184厘米,浙江舟山,不限,不限,有照片,舟山,"离异,有小孩归自己",普通会员,波波,2000～5000元,兔,42公斤
86,22岁,--,--,金牛座,本科,--,167cm,--,161566952,21-45岁之间,本科,不限,167-192厘米 *,浙江舟山,未婚,不限,有照片,舟山,未婚,普通会员,1718,5000～10000元,猪,--
87,32岁,--,--,天蝎座,高中中专及以下,--,157cm,--,161484358,33-45岁之间,不限,不限,170-178厘米,不限,不限,星级会员,有照片,舟山,离异,普通会员,通灵,2000～5000元,鼠,--
88,24岁,--,暂未购车,双鱼座,本科,汉族,165cm,与父母同住,157751188,24-30岁之间,本科,不限,173-185厘米 *,浙江舟山,未婚,不限,不限,舟山,未婚,普通会员,莎莎,5000～10000元,鸡,60公斤
89,39岁,A型,已经购车,天秤座,大专,汉族,163cm,暂未购房,167283525,40-48岁之间,大专或以上,不限,164-174厘米,浙江舟山,离异,星级会员,有照片,舟山,"离异,无小孩",普通会员,杜梦慧,5000～10000元,蛇,--
90,32岁,--,--,魔羯座,博士,--,164cm,--,167840376,29-38岁之间,本科或以上,不限,173-184厘米,浙江舟山,不限,不限,有照片,舟山,未婚,普通会员,刁鲂悒,10000～20000元,鼠,--
91,51岁,--,--,金牛座,大专,--,160cm,--,98978706,47-57岁之间,不限,不限,165-185厘米,浙江,未婚,不限,有照片,舟山,离异,普通会员,清678,2000～5000元,马,--
92,56岁,--,已经购车,狮子座,高中中专及以下,--,170cm,--,154314045,52-61岁之间,高中中专及以下或以上,不限,173-184厘米,浙江舟山,不限,不限,有照片,舟山,离异,普通会员,释常慧,2000～5000元,牛,55公斤
93,32岁,O型,已购车（经济型）,射手座,大专,汉族,160cm,与父母同住,157782657,33-41岁之间,不限,不限,173-185厘米,浙江,未婚、离异,不限,不限,舟山,"离异,有小孩归自己",高级会员,宁静致远,5000～10000元,鼠,49公斤
94,29岁,--,--,双子座,本科,--,160cm,--,165748598,30-50岁之间,本科,不限,170-178厘米,浙江舟山,不限,不限,有照片,舟山,离异,普通会员,代亦纯善的在西西里,2000～5000元,龙,50公斤
95,43岁,--,--,天蝎座,高中中专及以下,--,164cm,--,165935529,41-50岁之间,高中中专及以下或以上,不限,173-184厘米,浙江舟山,不限,不限,有照片,舟山,离异,普通会员,慈善的靖柏在阳朔,2000元以下,牛,--
96,44岁,A型,--,处女座,本科,汉族,165cm,--,46406106,38-48岁之间,大专或以上,不限,173-180厘米,广东深圳,未婚、离异,不限,有照片,舟山,"离异,有小孩归对方",高级会员,海芋,10000～20000元,牛,58公斤
97,29岁,--,--,狮子座,大专,--,171cm,--,168172833,19-31岁之间,大专或以上,不限,158-175厘米,北京,未婚,不限,有照片,舟山,未婚,普通会员,柏湉听,5000～10000元,龙,--
98,32岁,B型,已经购车,金牛座,本科,汉族,165cm,已购住房,165752334,32-39岁之间,大专或以上,不限,167-174厘米,浙江,未婚,星级会员,有照片,舟山,"离异,无小孩",普通会员,冯涵玉,5000～10000元,牛,--
99,29岁,保密,暂未购车,双鱼座,高中中专及以下,汉族,152cm,住亲朋家,89476230,31-37岁之间,不限,不限,170-180厘米 *,浙江,未婚,不限,有照片,舟山,未婚,普通会员,漁淚,2000～5000元,龙,55公斤
100,53岁,--,--,魔羯座,大专,--,165cm,--,147439650,51-61岁之间,不限,不限,170-190厘米,浙江,未婚,不限,有照片,舟山,离异,普通会员,君君,2000～5000元,兔,--
101,36岁,B型,--,天蝎座,大专,汉族,160cm,--,121519828,35-45岁之间,不限,汉族,170-180厘米,"浙江舟山,浙江宁波,浙江杭州,上海",不限,不限,有照片,舟山,离异,普通会员,豆子,2000～5000元,猴,51公斤
102,31岁,--,--,天蝎座,大专,--,163cm,--,130819495,18-31岁之间,高中中专及以下或以上,不限,158-168厘米,浙江,未婚,不限,有照片,舟山,离异,普通会员,佳缘会员,2000～5000元,牛,--
103,36岁,--,--,金牛座,本科,--,160cm,--,160611573,37-50岁之间,不限,不限,170-180厘米,浙江,不限,不限,有照片,舟山,离异,普通会员,尽头,2000～5000元,鸡,--
104,24岁,B型,暂未购车,双鱼座,本科,汉族,160cm,已购房（有贷款）,167711091,23-31岁之间,不限,不限,160-185厘米,浙江舟山,不限,不限,不限,舟山,未婚,高级会员,婷婷,2000～5000元,鸡,--
105,30岁,--,暂未购车,金牛座,高中中专及以下,--,160cm,暂未购房,166736409,29-37岁之间,不限,不限,160-185厘米,浙江舟山,离异,不限,有照片,舟山,"离异,有小孩归对方",普通会员,北极熊,2000～5000元,兔,--
106,46岁,O型,--,天秤座,大专,汉族,165cm,已购住房,111702878,43-53岁之间,不限,不限,172-182厘米,浙江,未婚、离异,不限,有照片,舟山,"离异,有小孩归自己",高级会员,阳光灿烂,5000～10000元,狗,--
107,22岁,其它,已购车（经济型）,射手座,本科,汉族,165cm,与父母同住,143915378,20-28岁之间,不限,汉族,170-185厘米,浙江宁波,不限,不限,有照片,宁波,未婚,高级会员,淡妆素颜55,2000～5000元,狗,--
108,26岁,--,--,魔羯座,高中中专及以下,--,166cm,--,168325068,24-33岁之间,高中中专及以下或以上,不限,173-184厘米,浙江丽水,不限,不限,有照片,丽水,未婚,普通会员,仰萧弱,2000元以下,马,--
109,25岁,--,--,水瓶座,高中中专及以下,--,152cm,--,164465337,24-32岁之间,不限,不限,152-177厘米,浙江舟山,不限,不限,有照片,舟山,未婚,普通会员,到底,2000～5000元,猴,--
110,26岁,--,--,天秤座,大专,--,180cm,--,167934240,19-31岁之间,大专或以上,不限,158-175厘米,北京,未婚,不限,有照片,舟山,未婚,普通会员,阮蕙若,5000～10000元,马,--
111,41岁,A型,暂未购车,天秤座,高中中专及以下,汉族,158cm,与父母同住,106838892,40-50岁之间,不限,不限,170-180厘米,浙江舟山,离异、丧偶,不限,有照片,舟山,"离异,有小孩归自己",普通会员,轻舞飞扬,2000～5000元,兔,54公斤
112,25岁,A型,已购车（中档型）,双子座,本科,汉族,172cm,已购房（有贷款）,162084619,24-32岁之间,不限,不限,164-189厘米,不限,不限,不限,有照片,舟山,未婚,普通会员,欢喜的雪莲花在尼斯,5000～10000元,猴,46公斤
113,39岁,--,--,天蝎座,高中中专及以下,--,162cm,--,162283632,37-46岁之间,高中中专及以下,不限,173-184厘米,浙江舟山,不限,不限,有照片,舟山,离异,普通会员,在温哥华炽热的痴梦,2000元以下,蛇,--
114,26岁,--,--,双子座,大专,--,167cm,--,167900686,19-31岁之间,大专或以上,不限,158-175厘米,北京,未婚,不限,有照片,舟山,未婚,普通会员,司徒乐容,5000～10000元,羊,--
115,29岁,--,--,双子座,高中中专及以下,--,170cm,--,166316455,26-35岁之间,高中中专及以下或以上,不限,173-184厘米,浙江舟山,不限,不限,有照片,舟山,未婚,普通会员,等不到的爱,2000～5000元,龙,--
116,30岁,--,--,金牛座,大专,--,156cm,--,165943442,29-37岁之间,不限,不限,156-181厘米,浙江舟山,不限,不限,不限,舟山,未婚,普通会员,盼夏,2000～5000元,兔,--
117,30岁,--,--,金牛座,大专,--,179cm,--,167880195,19-31岁之间,大专或以上,不限,158-175厘米,北京,未婚,不限,有照片,舟山,未婚,普通会员,景苗新,5000～10000元,兔,--
118,22岁,保密,--,双子座,大专,汉族,160cm,--,163474190,23-28岁之间,不限,不限,173-184厘米,不限,不限,不限,有照片,舟山,未婚,普通会员,在瑞士敏感的初蝶,5000～10000元,猪,55公斤
119,31岁,O型,已购车（经济型）,白羊座,高中中专及以下,汉族,164cm,已购房（无贷款）,96355062,36-50岁之间,高中中专及以下或以上,不限,173-184厘米,浙江嘉兴,未婚,不限,不限,舟山,未婚,普通会员,味道,10000～20000元,虎,50公斤
120,20岁,--,--,天秤座,高中中专及以下,--,169cm,--,164095382,18-27岁之间,高中中专及以下或以上,不限,173-184厘米,浙江舟山,不限,不限,有照片,舟山,未婚,普通会员,沫沫,5000～10000元,鼠,--
121,26岁,--,--,魔羯座,本科,--,171cm,--,166034098,26-34岁之间,不限,不限,171-196厘米,浙江舟山,不限,不限,不限,舟山,未婚,普通会员,小海,2000～5000元,马,--
122,25岁,--,--,水瓶座,高中中专及以下,--,166cm,--,167638866,22-31岁之间,高中中专及以下或以上,不限,173-184厘米,浙江舟山,不限,不限,有照片,舟山,未婚,普通会员,申筝葶,2000元以下,羊,--
123,34岁,--,--,射手座,硕士,--,167cm,--,167742191,32-41岁之间,硕士或以上,不限,173-184厘米,浙江舟山,不限,不限,有照片,舟山,未婚,普通会员,逯婴,5000～10000元,狗,--
