	__v	_id	created_at	nd_key	rated_by	rating	rating_max	student_comment	updated_at	user_key
17	0	580e41daf431930300c1c70b	2016-10-24T17:16:01.097Z	nd008	{'name': 'Sam N.'}	5	5	For years I have collected books, sat in Coursera classes, sat in EdX classes, studied independently and nothing has come as succinct to articulating all of the topics important to the basics of predictive modeling as this class. I think this content delivers a much needed, and highly demanded commodity that is extremely hard elsewhere.	2016-10-24T17:16:10.072Z	u500110
18	0	5809dd20d60f6e030087bf5b	2016-10-21T09:17:19.818Z	nd008	{'name': 'Ian K.'}	5	5	Loving it so far. 	2016-10-21T09:17:20.132Z	8537330317
19	0	58080b65ef2ebb03000ece6e	2016-10-20T00:10:12.070Z	nd008	{'name': 'Sam N.'}	5	5	I've loved how this program boils down complex topics into easily understandable videos and quizzes. I've picked up several things that I've already started using in my job.	2016-10-20T00:10:13.609Z	u500110
20	0	58b2cf5285a3dc0004a99643	2017-02-26T12:51:28.401Z	nd008	{'name': 'Eric N.'}	4	5	it is a great intro for beginners such as myself.	2017-02-26T12:51:30.876Z	10457701370
21	0	58941e5e91177a000452850f	2017-02-03T06:08:29.357Z	nd008	{'name': 'Omar H.'}	4	5	The contents are really interesting and the tools are amazing, but maybe if you want to go into a more technical detail you have to look somewhere else for that information.	2017-02-03T06:08:30.701Z	10191228799
22	0	5884269c576cb60004b6ec73	2017-01-22T03:27:24.320Z	nd008	{'name': 'Siraj S.'}	4	5	So far, very good. Some of the instructions for the practice projects were not clear. But the team corrected it after my feedback. Hence, I am happy. 	2017-01-22T03:27:24.938Z	380488986
23	0	585d9d8bf818cb0400da18cb	2016-12-23T21:56:28.179Z	nd008	{'name': 'Keegan J.'}	4	5	Learning quite a bit with industry tools.	2016-12-23T21:56:27.814Z	u9747393
24	0	584d6f6b1b02690400e248b2	2016-12-11T15:23:22.049Z	nd008	{'name': 'qaiss d.'}	4	5	yes its great, some times it feels overwhelming but over all its great. 	2016-12-11T15:23:23.160Z	8303331756
25	0	584702b9035b6d040004e18c	2016-12-06T18:25:52.390Z	nd008	{'name': 'Jason R.'}	4	5	Some of the content is great with lots of examples and practical quizzes.  A few parts seem poorly done with multiple errors.  The reports range from easy to slightly difficult.  I'm only half way done so far.	2016-12-06T18:26:01.956Z	10026799839
26	0	58751fa311aac80004dd7a74	2017-01-10T17:53:39.401Z	nd008	{'name': 'Randeep S.'}	3	5	Good for starting with data science and gain some hands on experience. Lecture videos for lesson 5 & 6 requires improvement. Over all covers major principals of predictive data analysis.	2017-01-10T17:53:39.816Z	5422470194
27	0	585af8a43917750400d35b23	2016-12-21T21:48:21.309Z	nd008	{'name': 'Chad W.'}	3	5	I'm brand new to business analytics and this has been a little more difficult than I expected. One way I think the nanodegree could be improved is to give the student a bit more of a business analytics foundation rather than simply teaching the technical aspects of Alteryx and Tableau. 	2016-12-21T21:48:20.561Z	3166388946
28	0	58b703059118ce0004ba7782	2017-03-01T17:21:08.587Z	nd008	{'name': 'Joshua C.'}	2	5	"The content can be found through other means, and the price paid is not worth the ease of access to that content. I would advise studying using the internet as a guide. The Alteryx documentation itself covers a lot of the Alteryx based content. Tableau tutorials are available on many different sites for free.

The course video can be adjusted to speed up to 2.0 but a nice 1.25 is my preferred viewing speed. 

I did graduate the program but have yet to receive much if any returned value."	2017-03-01T17:21:09.857Z	10171402032
29	0	58860a55d33b320004d4c43c	2017-01-23T13:51:14.736Z	nd008	{'name': 'Gustavo T.'}	2	5	It is increasingly difficult to continue with the course, no one bothering to redo the course material, is full of lagged tasks. That added to the confusion that can be seen in the forum, only heightens the difficulty of understanding and delivering the tasks requested. It is an expensive course, and the material is maintenance free. For those who live in Brazil a course of this cost half a salary. So it is expensive and important to me. Unfortunately it seems that it is not so important for those responsible for the preparation or maintenance of course material. It's my first paid course at udacity and I confess I expected a lot more.	2017-01-23T13:51:17.777Z	1968668878
30	0	58287c2a8b52e6040068bd90	2016-11-13T14:43:54.568Z	nd008	{'name': '祐民 林.'}	2	5	"The course and teaching contents are wonderful. I enjoy learning really much, being excited everyday back home to learn online, while when it comes to projects, I always spend so much time (probably more than 10 hours for every project!) on trivial issues. For example, I might spend hours just trying to put 2 different data source into one tableau worksheet/dashboard.
I agree that nowadays you can always find help and answers on google, while considering it's  just a nanodegree, which I think is supposed to teach some basic concepts and inspire students, tackling with all those trivial issues are too tired for me as merely a student. (And everyday is charged on Udacity!)"	2016-11-13T14:43:54.594Z	9906016650
31	0	583dab9a5c4d8504005d653c	2016-11-29T16:23:50.815Z	nd008	{'name': 'Mohamed K.'}	1	5	Just basic Altryx and Tableau training without providing enough grounding in any of theoretical aspect. Beside there're better and cheaper alternatives. This course if not value for money.	2016-11-29T16:23:54.590Z	6198192167
0	0	58b6bde29118ce0004ba7781	2017-03-01T12:26:09.168Z	nd002	{'name': 'Daniel H.'}	5	5	Great programme with lots of practical hands-on experience. It helped me a lot with technical side of data analysis, yet the theoretical was covered as well in form of additional reading. Projects are challenging, though the review is very helpful to complete them. I very much recommend taking this course. Helped me earn a better position.	2017-03-01T12:26:10.486Z	8250450026
1	0	58b696f330db860004ded137	2017-03-01T09:40:02.719Z	nd002	{'name': 'Shaomeng C.'}	5	5	I've built a integrated knowledge system, and improved technical skill through these courses. The most valuable thing are the practical projects and their feedbacks. 	2017-03-01T09:40:03.956Z	5489761624
2	0	58b693b830db860004ded136	2017-03-01T09:26:15.790Z	nd002	{'name': 'Shaomeng C.'}	5	5	I've built an integrated data analysis knowledge system through these courses, and improved my technical skill. I think the most valuable thing are the practical projects and their feedbacks.	2017-03-01T09:26:16.493Z	5489761624
3	0	58b2e6d385a3dc0004a99649	2017-02-26T14:31:46.628Z	nd002	{'name': 'Christophe S.'}	5	5	"Great experience
Plenty of learnings
Need more time to learn even more....
Thank you "	2017-02-26T14:31:47.545Z	9778942614
4	0	58b2d92285a3dc0004a99648	2017-02-26T13:33:21.644Z	nd002	{'name': 'Karine L.'}	5	5	Though it's not easy to keep on schedule, it is really fun and interesting to learn and the course are really well made. I'm super happy with this nanodegree so far!	2017-02-26T13:33:22.596Z	8083088177
5	0	58b1a00c949d0e0004e7fa41	2017-02-25T15:17:32.253Z	nd002	{'name': 'Nathan C.'}	5	5	I've learned a lot and I the projects are a great way to showcase what I have learned.	2017-02-25T15:17:32.371Z	7965094157
6	0	58acf62be0d1ca0004b6fe67	2017-02-22T02:23:37.552Z	nd002	{'name': '名 彭.'}	5	5	need further study to observe	2017-02-22T02:23:39.814Z	9528300284
7	0	58ab65635c31980004ad853d	2017-02-20T22:09:29.819Z	nd002	{'name': 'Diana M.'}	5	5	I love this program, the best one around! Keep up the amazing work, Udacity!	2017-02-20T21:53:39.932Z	160233581
8	0	58aa5d4a5c31980004ad852f	2017-02-20T03:08:39.357Z	nd002	{'name': 'Lu W.'}	5	5	Awesome experience!	2017-02-20T03:06:50.750Z	8308043839
9	0	58a8799f2d52880004b44fbc	2017-02-18T16:43:09.242Z	nd002	{'name': 'Piyush G.'}	5	5	This nanodegree is best. By learning with examples is how one should learn anything, and they offer exactly this.	2017-02-18T16:43:11.593Z	5031415464
10	0	58a6929e5964aa00040f4525	2017-02-17T06:04:09.940Z	nd002	{'name': '帆 杨.'}	5	5	非常喜欢优达学城的课程，老师的讲解很到位，有很多例子可以从不同的角度对知识进行理解，国外的教学方式是多角度理解式的，不像国内更多的是对公式的死记硬背，国外的课程更注重对知识的深入理解，这也是为什么，外国人经常能有创新能拿诺贝尔奖的原因，人家对知识理解的更加深入，角度更多，知识之间的关联更多，这样在遇到问题的时候，才能举一反三，发现新问题，探索新领域，一直走在世界的前列，也是有原因的，从人家课程的讲解就可以看出来，国外更注重对知识了解的深入程度。	2017-02-17T06:05:18.915Z	9724081587
11	0	58a5d7a65964aa00040f4517	2017-02-16T16:53:04.037Z	nd002	{'name': 'Vijay B.'}	5	5	This is great educational programme to get the high quality knowledge which include a hands on practice and great guidance by the experties.	2017-02-16T16:47:34.167Z	4636859063
12	0	58a17490d310b60004374972	2017-02-13T08:55:43.710Z	nd002	{'name': 'Sheldon C.'}	5	5	Great Courses~	2017-02-13T08:55:44.109Z	9914103729
13	0	589f25077ac1510004cc2dba	2017-02-11T14:51:51.149Z	nd002	{'name': '露 谢.'}	5	5	it is very excited	2017-02-11T14:51:51.112Z	10411066735
14	0	589d4d5de8ed04000433e257	2017-02-10T05:19:25.671Z	nd002	{'name': 'Hyoung-Gyu L.'}	5	5	Pretty good.	2017-02-10T05:19:25.286Z	6786908446
15	0	589c14f6d684c40004f80264	2017-02-09T07:06:28.886Z	nd002	{'name': 'Bonam Prabhu V.'}	5	5	This Nanodegree program is really helpful. The content is well tailored to help visualize the big picture of data science. It helped me in structuring my approach to data analysis.	2017-02-09T07:06:30.381Z	8196499994
16	0	5898f6f594cf6f00049baf79	2017-02-06T22:21:41.364Z	nd002	{'name': 'Siddharth C.'}	5	5	This course has not only expanded my skill set, but has also provided me with the kind of thorough knowledge of those skills.	2017-02-06T22:21:41.723Z	3520078720
17	0	58984f0394cf6f00049baf6d	2017-02-06T10:25:06.905Z	nd002	{'name': 'Lennart T.'}	5	5	Awesome, comprehensive overview of Data Analysis and a good resource for best practices from industry leaders such as Google.	2017-02-06T10:25:07.496Z	9700009713
18	0	58983e15f0633300047907db	2017-02-06T09:12:52.633Z	nd002	{'name': 'Lennart T.'}	5	5	The data analyst nanodegree imparts comprehensive knowledge which can be used on hand in the job. Definitely recommended!	2017-02-06T09:12:53.249Z	9700009713
19	0	58965e1deb99cb0004139971	2017-02-04T23:05:01.083Z	nd002	{'name': 'Preet R.'}	5	5	Its a great program but I really don't like the Data Wrangling Course.	2017-02-04T23:05:01.473Z	8085188879
20	0	5892d9ffe9246a00044df355	2017-02-02T07:04:29.744Z	nd002		5	5	Feel the Technology with Udacity.It is great so far every project review is holding  valuable feedback to make students more professional and electives like LinkedIn review,resume,Udacity profile is added advantage 	2017-02-02T07:04:31.458Z	4370298675
21	0	5892d543e9246a00044df352	2017-02-02T06:44:21.272Z	nd002		5	5	Great program.	2017-02-02T06:44:19.629Z	6786908446
22	0	5892983b274a6500046a7f47	2017-02-02T02:23:55.078Z	nd002		5	5	Easy to take this online program, high quality videos and all the resources we need to learn on a friendly program. Thanks.	2017-02-02T02:23:55.581Z	9048152718
23	0	5890ed9377011200041d2bad	2017-01-31T20:03:30.392Z	nd002		5	5	"Why did I not do this sooner? Everything that I have been searching for and finding by the way is here. The cost of all my searching have been paid in lost time, opportunity, earnings and frustration. Buy that is enough of me beating up on myself, I'll comfort myself in the knowledge that i am a person of little faith with and a strong miserly bent. I am here now and truly believe that each course will be as comprehensive as the last and any of the unanticipated gaps in my knowledge base will be surprisingly present in course.

This is a perfect course if you are in the process of changing career and a bit intimidated by the learning process."	2017-01-31T20:03:31.706Z	124624231
24	0	5890387a1eaafd0004895cb1	2017-01-31T07:10:48.970Z	nd002		5	5	It's great for anyone looking to delve into data science head first.	2017-01-31T07:10:50.333Z	57790418
25	0	588fe5a277011200041d2b9e	2017-01-31T01:17:22.090Z	nd002		5	5	Awesome layout of programs, the projects are really helpful to horn your data skills!	2017-01-31T01:17:22.137Z	424028894
26	0	588e7e47c7547c00044d6075	2017-01-29T23:44:06.879Z	nd002		5	5	The course really focuses on the important areas of data analysis.  They explain concepts in a way that is easy to understand and implement. 	2017-01-29T23:44:07.431Z	9621583283
27	0	58897c4a5cbdf700049840eb	2017-01-26T04:34:19.118Z	nd002		5	5	"这是我在提交P7作业后写的评论，我没有在IT公司上过班，也只是土木工程专业的背景。
本课程真的需要大量的时间来完成，特别是作业部分，3天左右 满负荷的工作才能较好的完成课程大作业，老师在批改作业方面是相当苛刻的，哪怕是一丁点瑕疵，老师也不会让你通过，从某种方面上来说是会增加学生的挫败感的，但是另一方面又提高了纳米学位的含金量。
我认为对我最有用的是第2,3,4,5课，2课的python技巧，3课的数据库知识、4课的R作图和5课的机器学习初步知识讲的相当精彩。第6课对于没有JAVAscript和css经验的人来说相当吃力；第7课，课程的讲课的模式值得商榷，大部分时间都是两个谷歌工程师在讲他们的经验，实际上学生在他们的谈话中得到知识并不多，比如为什么分析单位要和转移单位要一致也是一笔带过，很多人在论坛中反映作业和视频中间隔着很大的鸿沟，基本上没有论坛老师的指导是不太可能自己独立完成的。
总之，感谢优达学城提供的人生第二次选择职业的机会，谢谢！"	2017-01-26T04:34:18.840Z	8264136247
28	0	5881c3a8cfa2100004a3f72e	2017-01-20T08:00:39.573Z	nd002	{'name': 'Kellyn  K.'}	5	5	Very interesting, I get to learn data analytics and visualization using Python, R Studio and Javascript	2017-01-20T08:00:40.454Z	9796189727
29	0	58807b70bd232300047321aa	2017-01-19T08:40:15.735Z	nd002	{'name': 'yinliang l.'}	5	5	sounds good by now	2017-01-19T08:40:16.706Z	10360021234
30	0	587eddf87b6e6600042050e0	2017-01-18T03:16:07.463Z	nd002	{'name': 'Xinchen S.'}	5	5	It helps me point out the learning direction. I know I should learn what kind of knowledge and read what kinds of boos. 	2017-01-18T03:16:08.136Z	10157201735
31	0	587b1ce80670e50004990c43	2017-01-15T06:55:35.583Z	nd002	{'name': 'luo c.'}	5	5	feel cool and lecturer is nice	2017-01-15T06:55:36.684Z	7327449763
32	0	5877e1d7c0943d0004abb0e0	2017-01-12T20:06:42.865Z	nd002	{'name': 'Fernando T.'}	5	5	Estou gostando muito, às vezes é meio repetitivo, mas ajuda muito a desenvolver o raciocínio.	2017-01-12T20:06:47.755Z	9705211546
33	0	5875f56411aac80004dd7a7f	2017-01-11T09:05:40.441Z	nd002	{'name': 'fantasy d.'}	5	5	非常细致和系统化	2017-01-11T09:05:40.400Z	9606408802
34	0	58759af6eaa31500047f81cc	2017-01-11T02:40:39.208Z	nd002	{'name': 'NAJMA A.'}	5	5	Loving it!Even though I am from electrical engineering background,I believe with a little bit of hard work and dedication,anyone can complete it.	2017-01-11T02:39:50.394Z	4638463392
35	0	5875127deaa31500047f81c0	2017-01-10T16:57:29.685Z	nd002	{'name': 'Vishwanath D.'}	5	5	So far its fantastic!  I learnt a lot and much of what I learnt I could use directly in my work.   Some of the most productive time I have ever spent.  	2017-01-10T16:57:33.618Z	u48208712
36	0	5872e3215e93cb0004f95685	2017-01-09T01:10:56.144Z	nd002	{'name': 'Shi J.'}	5	5	"马上毕业了，说说感想。
1.课程设置挺不错的，大部分都比较通俗易懂，交互性很强，视频里会穿插很多练习，让人能保持专注；
2.以实战为主，理论讲得比较浅（但讲得还是比较好的，尤其是统计学部分），这和课程定位有关；
3.项目评审还是比较用心的，提交项目时附上的问题评审员都会帮忙解决，这点很好；
4.光听课的话项目是绝对做不好的，就个人经验而言，每个项目的完成还需要搜索查阅很多博客、文档以及Stackoverflow的相关问答，在这个过程中可以学到很多东西。
5.总的来说，课程体验是相当不错的，涉及了数据分析的方方面面，让初学者对这个行业有一个总体的把握；但如果想要精通，要走的路还很长。"	2017-01-09T01:10:57.729Z	9686862404
37	0	5872dad45e93cb0004f95683	2017-01-09T00:35:31.064Z	nd002	{'name': 'Manoj B.'}	5	5	Exciting. 	2017-01-09T00:35:32.626Z	8963829423
38	0	5871dd5d3619f80004778cdf	2017-01-08T06:33:19.258Z	nd002	{'name': '帆 杨.'}	5	5	纳米学位，很棒，老师讲的课，生动形象，通过实验来讲述定理，记忆更加深刻，很喜欢这种讲课方式，课后的老师辅导也很棒，辅导老师都极其耐心，专业，纳米学位是非常好的课程，我爱优达学城。	2017-01-08T06:34:05.592Z	9724081587
39	0	586be8dee65520040050cc76	2017-01-03T18:09:33.752Z	nd002	{'name': 'Jan Erik M.'}	5	5	Hard, really hard, but very interesting. It takes longer time than I thought.	2017-01-03T18:09:34.327Z	9024848537
40	0	586b3da9e65520040050cc62	2017-01-03T05:55:31.537Z	nd002	{'name': 'Krissada C.'}	5	5	One of the best education courses I have taken so far. The reviewer is very informative and guidance.	2017-01-03T05:59:05.723Z	2209789061
41	0	5869abfd94fa7a040033d9b9	2017-01-02T01:25:16.731Z	nd002	{'name': 'Regis G.'}	5	5	Excellent!	2017-01-02T01:25:17.521Z	9049680709
42	0	58683d4d09ffcc0400ddb71d	2016-12-31T23:20:42.964Z	nd002	{'name': 'Fernando T.'}	5	5	O curso é muito bem estruturado e fornece uma excelente visão de como aplicar os conhecimentos adquiridos. Para quem não tem conhecimento sobre os tópicos ele explica muito bem.	2016-12-31T23:20:45.949Z	9705211546
43	0	5865f0eed34cb2040097da8d	2016-12-30T05:30:20.721Z	nd002	{'name': 'Muhammad H.'}	5	5	Just what I needed	2016-12-30T05:30:22.554Z	57790418
44	0	5864abde8ed38004001b0d09	2016-12-29T06:23:25.768Z	nd002	{'name': '尊 李.'}	5	5	有点嗨	2016-12-29T06:23:26.142Z	10025903581
45	0	585fce9c0434c20400cda03a	2016-12-25T13:50:15.952Z	nd002	{'name': 'rakesh s.'}	5	5	Thank you UDACITY	2016-12-25T13:50:20.320Z	3531968938
46	0	585bcda2916a6b040068fad3	2016-12-22T12:57:02.763Z	nd002	{'name': 'rakesh s.'}	5	5	Programme is going good, I am learning	2016-12-22T12:57:06.325Z	3531968938
47	0	58535f656e7dd00400e2c003	2016-12-16T03:28:36.368Z	nd002	{'name': 'lokesh s.'}	5	5	learning alot really	2016-12-16T03:28:37.180Z	u1179066
48	0	5852a4171f458b0400c82586	2016-12-15T14:09:27.052Z	nd002	{'name': 'Dominic D.'}	5	5	so far so good.   almost done with 4th of 7th project.   working on career projects like resume, cover, etc.     proof is in the pudding.  we will see once i start applying for data analyst, scientist jobs	2016-12-15T14:09:27.052Z	9801937070
49	0	5850815ee6addc04004b8476	2016-12-13T23:16:43.808Z	nd002	{'name': 'Vishal vikram  S.'}	5	5	well curated projects and exhaustive course materials are something you will really appreciate. Overall , great program and highly recommended.	2016-12-13T23:16:46.870Z	6902340983
50	0	5850776ee6addc04004b8474	2016-12-13T22:34:21.613Z	nd002	{'name': 'Eric G.'}	5	5	Challenging, Informative, and difficult, but if you complete it you learn a lot. Do not get frustrated when you need to teach yourself some skills to complete projects, and do not solely rely on the videos. Instead, let the videos just start your learning. 	2016-12-13T22:34:22.135Z	8685682413
51	0	584dbace1b02690400e248b8	2016-12-11T20:45:01.567Z	nd002	{'name': 'Raza A.'}	5	5	This is an excellent Nanodegree. I went from knowing almost nothing about computers to writing functioning scripts at work. The Nanodegree has everything from Statistics to data wrangling, analysis, and Machine Learning. There is enough content to turn any novice into a Data Analyst who knows exactly what they're talking about. I highly recommended this program.	2016-12-11T20:45:02.340Z	7710740781
52	0	584da4a263b621040042c088	2016-12-11T19:10:22.563Z	nd002	{'name': 'Eric G.'}	5	5	Make sure to take advantage of project reviews and coaching sessions. The videos alone won't answer all of your questions, so be sure to schedule coaching sessions, find other blogs and resources, and submit your projects multiple times even if you don't think it is ready. Great experience and class overall though! 	2016-12-11T19:10:26.441Z	8685682413
53	0	584d6f771b02690400e248b3	2016-12-11T15:23:35.707Z	nd002	{'name': 'Jonas Felix K.'}	5	5	This was a truly amazing learning journey and overall experience. 	2016-12-11T15:23:35.070Z	8186256428
54	0	584901bd6a36710400af34d5	2016-12-08T06:46:20.916Z	nd002	{'name': 'Nayre C.'}	5	5	"The program is really helpful, the way that they teach is very powerful.
I like it :)"	2016-12-08T06:46:21.582Z	9631959300
55	0	5847657ad1a2c80400ac5b87	2016-12-07T01:27:31.246Z	nd002	{'name': 'Michael O.'}	5	5	This nanodegree exceeded my expectations; all skills were instantly real-world applicable!	2016-12-07T01:27:22.155Z	6586598546
56	0	584747ded1a2c80400ac5b84	2016-12-06T23:21:01.722Z	nd002	{'name': 'Leandro B.'}	5	5	Amazing!	2016-12-06T23:21:02.436Z	4355418640
57	0	5846e652035b6d040004e189	2016-12-06T16:24:49.405Z	nd002	{'name': 'Djamshid A.'}	5	5	I'm so excited. It is very interesting for me. I think, I found what I search.	2016-12-06T16:24:50.026Z	10083588894
58	0	5845c90fc307c00400930db4	2016-12-05T20:07:39.733Z	nd002	{'name': 'Vishal vikram  S.'}	5	5	Quality of the content is awesome !  i enjoyed all the lessons ,quizzes and projects. Overall  5 star to DAND.	2016-12-05T20:07:43.582Z	6902340983
59	0	58417e2b26d33f04004b6b25	2016-12-02T13:59:04.233Z	nd002	{'name': 'Maicon A.'}	5	5	A great experience. It balances great content and competent service. Projects, instead of being a mere evaluation tool, are fundamental tools for building knowledge and the skills of a good professional. It requires dedidation, but like everything in life, without effort there is no reward.	2016-12-02T13:59:07.381Z	6175544312
60	0	583aa804622ee8040085c604	2016-11-27T08:36:23.877Z	nd002	{'name': 'Sami E.'}	5	5	"During the last months, my interest in data science grew up more and more and I ended up enrolling in Udacity Data Analyst Nanodegree last month to get an idea about the field and what’s involved in.
All I can say is that I had a ball. In less than two months, I dealt with python, xml, json, sql, mongoDB, R, D3, dimple ad I got a handle on statistics, A/B testing, data wrangling, Regex, data visualization and Machine learning."	2016-11-27T09:31:48.639Z	4579076270
61	0	583991e909d30e04001c7fbb	2016-11-26T13:45:48.306Z	nd002	{'name': 'Shubham B.'}	5	5	it was a good and enthusiastic start	2016-11-26T13:45:13.377Z	9401513262
62	0	583886044d2bda0400965b47	2016-11-25T18:42:09.822Z	nd002	{'name': 'Amodiovalerio V.'}	5	5	I found the Data Analyst Nanodegree very useful to update my data analysis skills. The course was a little tougher than I expected, and I'm glad because it demonstrates that it is designed and built very well. I had to study a lot, although it was not a new topic for me. Surely I updated my toolbox with newer tools such as Python, MongoDB and R, and now I'm able to use them. Coaches are also available and always well clear in their review. I really suggest this course to anybody, from people wanting to start a career path in data analysis to professionals wanting to better learn how data analysis can improve their job.	2016-11-25T18:42:12.041Z	8614070253
63	0	583669e6fa65b204008672ae	2016-11-24T04:17:41.936Z	nd002	{'name': 'Carlo P.'}	5	5	What else can I say other than this Nanodegree got me hired? Considering the cost of graduate school, this is definitely the best bang for your buck	2016-11-24T04:17:42.816Z	4273379673
64	0	5835e485840ca20400102901	2016-11-23T18:48:37.752Z	nd002	{'name': 'Brent L.'}	5	5	Great learning experience and feedback throughout the nano-degree	2016-11-23T18:48:37.895Z	6360800381
65	0	5835513444f4f30400c35c09	2016-11-23T08:20:04.839Z	nd002	{'name': 'Roeder C.'}	5	5	Great Experience! Good Community!	2016-11-23T08:20:04.744Z	5717538555
66	0	583417e2012de90400825a3a	2016-11-22T10:03:13.954Z	nd002	{'name': 'Naveen Kumar P.'}	5	5	Excellent Program so far. Could not have asked for a better learning and clarity. Top notch review process. the quizzes are very challenging. Looking forward to complete this course. 	2016-11-22T10:03:14.182Z	6694251077
67	0	5832dcede0c81d0400979724	2016-11-21T11:39:24.384Z	nd002	{'name': 'Rakpong K.'}	5	5	This degree provides wide range of projects/experiences covering big area of data science. Having a good python skill will help you a lot in this nanodegree.	2016-11-21T11:39:25.961Z	8539887696
68	0	5832968e4d37ac04004eaf1a	2016-11-21T06:39:09.355Z	nd002	{'name': 'Utkarsh T.'}	5	5	Udacity courses are best.I am enjoying this course.	2016-11-21T06:39:10.175Z	3305228812
69	0	582ec6f4fa93bc040078c3a6	2016-11-18T09:16:35.447Z	nd002	{'name': 'Johann V.'}	5	5	Learned alot of things that I can apply in my daily work job	2016-11-18T09:16:36.452Z	4379190641
70	0	582e4a0c8fa1f604003a3aa3	2016-11-18T00:23:39.119Z	nd002	{'name': '小冷 宋.'}	5	5	还没学	2016-11-18T00:23:40.569Z	10044101458
